timestamp,60601,60605,60607,60608,60609,60610,60611,60612,60613,60614,60615,60616,60617,60618,60619,60620,60621,60622,60623,60624,60625,60628,60629,60630,60631,60632,60633,60634,60636,60637,60638,60639,60640,60641,60642,60643,60644,60646,60647,60649,60651,60652,60653,60654,60655,60656,60657,60660,60661,60666,60827
1152421561000000,0.13315463066101074,0.11060938751325011,0.14979072753340006,0.05967438862555557,0.036545398154933205,0.05689156171865761,0.2885816656053066,0.025691434741020203,0.019527534022927284,0.016523659229278564,0.04995533664311681,0.0704174315218221,0.021050294757717185,0.020410839468240738,0.09088195834986189,0.0767073556392764,0.0640901540620969,0.05950982247789701,0.03443512227386236,0.036309714312665164,0.05888008251786232,0.021174519434571267,0.04924118590230743,0.07771749504738384,0.0179406451061368,0.04316201480105519,0.020646633580327034,0.014664752408862114,0.10090513290329413,0.06313353031873703,0.031253605128519914,0.025191264040768147,0.036826370283961296,0.0369536466896534,0.02965418652941783,0.043141386413481086,0.020346890762448312,0.04254397377371788,0.03627177833446434,0.04770117998123169,0.024017203754434984,0.02972863707691431,0.0179406451061368,0.19030066952109337,0.01610440853983164,0.016438084188848734,0.033675587425629296,0.06794258082906406,0.15376456081867218,0.018398099346086383,0.01710727469374736
