disasterNumber,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,state,declarationDate,disasterType,incidentType,title,incidentBeginDate,incidentEndDate,disasterCloseOutDate,declaredCountyArea,placeCode,hash,lastRefresh
4116,1,0,0,1,IL,2013-05-10T18:15:00 +00:00,DR,Flood,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16T09:37:00 +00:00,2013-05-05T00:00:00 +00:00,,DeKalb (County),99037,9ecb7072fa989fb0f60ff87e47043272,2016-08-30T15:08:39 +00:00
4116,1,0,1,1,IL,2013-05-10T18:15:00 +00:00,DR,Flood,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16T09:37:00 +00:00,2013-05-05T00:00:00 +00:00,,Grundy (County),99063,26666f5efc9a0b1a05e42f1480bed8f5,2016-08-30T15:08:39 +00:00
4116,1,0,1,1,IL,2013-05-10T18:15:00 +00:00,DR,Flood,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16T09:37:00 +00:00,2013-05-05T00:00:00 +00:00,,Kendall (County),99093,f1e3e5f276d20bc7e0e55a28b86c92ae,2016-08-30T15:08:39 +00:00
4116,1,0,1,1,IL,2013-05-10T18:15:00 +00:00,DR,Flood,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16T09:37:00 +00:00,2013-05-05T00:00:00 +00:00,,Livingston (County),99105,361905b56d5aa27d1a9825f86537ed34,2016-08-30T15:08:39 +00:00
4116,0,0,1,1,IL,2013-05-10T18:15:00 +00:00,DR,Flood,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16T09:37:00 +00:00,2013-05-05T00:00:00 +00:00,,Mercer (County),99131,4879f46a8f59da74ad52a9b9817ea898,2016-08-30T15:08:39 +00:00
4116,1,0,1,1,IL,2013-05-10T18:15:00 +00:00,DR,Flood,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16T09:37:00 +00:00,2013-05-05T00:00:00 +00:00,,Pike (County),99149,53c4e73de7979577f01a25cd9855c364,2016-08-30T15:08:39 +00:00
4116,0,0,1,1,IL,2013-05-10T18:15:00 +00:00,DR,Flood,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16T09:37:00 +00:00,2013-05-05T00:00:00 +00:00,,Shelby (County),99173,943bfa1286b8d9cda93eeee107a73efb,2016-08-30T15:08:39 +00:00
4116,1,0,1,1,IL,2013-05-10T18:15:00 +00:00,DR,Flood,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16T09:37:00 +00:00,2013-05-05T00:00:00 +00:00,,Will (County),99197,a170d2a11f9184e78ae7cdb237954c42,2016-08-30T15:08:39 +00:00
4116,0,0,1,1,IL,2013-05-10T18:15:00 +00:00,DR,Flood,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16T09:37:00 +00:00,2013-05-05T00:00:00 +00:00,,Adams (County),99001,f7064525bfcc59415a30029f75a959a4,2016-08-30T15:08:39 +00:00
4116,0,0,1,1,IL,2013-05-10T18:15:00 +00:00,DR,Flood,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16T09:37:00 +00:00,2013-05-05T00:00:00 +00:00,,Cass (County),99017,d4dd9d340f8b6778aa72d93c649cb546,2016-08-30T15:08:39 +00:00
4116,1,0,0,1,IL,2013-05-10T18:15:00 +00:00,DR,Flood,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16T09:37:00 +00:00,2013-05-05T00:00:00 +00:00,,Douglas (County),99041,65fb023d919d2a2e13da149d383fcacf,2016-08-30T15:08:39 +00:00
4116,0,0,1,1,IL,2013-05-10T18:15:00 +00:00,DR,Flood,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16T09:37:00 +00:00,2013-05-05T00:00:00 +00:00,,Hancock (County),99067,3a96de83e6aba290a3bc3781a968f06a,2016-08-30T15:08:39 +00:00
4116,1,0,1,1,IL,2013-05-10T18:15:00 +00:00,DR,Flood,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16T09:37:00 +00:00,2013-05-05T00:00:00 +00:00,,Knox (County),99095,4878ed4e5d433c64e01fe59b717f59b4,2016-08-30T15:08:39 +00:00
4116,1,0,1,1,IL,2013-05-10T18:15:00 +00:00,DR,Flood,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16T09:37:00 +00:00,2013-05-05T00:00:00 +00:00,,Marshall (County),99123,9294862130411635b3b783df1ef2d289,2016-08-30T15:08:39 +00:00
4116,0,0,1,1,IL,2013-05-10T18:15:00 +00:00,DR,Flood,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16T09:37:00 +00:00,2013-05-05T00:00:00 +00:00,,Monroe (County),99133,db363e50ee07d2468ad9050f0ab9cb1e,2016-08-30T15:08:39 +00:00
4116,1,0,1,1,IL,2013-05-10T18:15:00 +00:00,DR,Flood,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16T09:37:00 +00:00,2013-05-05T00:00:00 +00:00,,Putnam (County),99155,e3ca928f199ba6708160d1593f95ee36,2016-08-30T15:08:39 +00:00
4116,1,0,1,1,IL,2013-05-10T18:15:00 +00:00,DR,Flood,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16T09:37:00 +00:00,2013-05-05T00:00:00 +00:00,,Stark (County),99175,1c3552bbd29bcdba2fbade6af38c7e3c,2016-08-30T15:08:39 +00:00
4116,1,0,0,1,IL,2013-05-10T18:15:00 +00:00,DR,Flood,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16T09:37:00 +00:00,2013-05-05T00:00:00 +00:00,,Winnebago (County),99201,b13594fa799bf0abdb43cc09095a814f,2016-08-30T15:08:39 +00:00
4116,1,0,1,1,IL,2013-05-10T18:15:00 +00:00,DR,Flood,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16T09:37:00 +00:00,2013-05-05T00:00:00 +00:00,,Bureau (County),99011,ee4e558178e590506b4c218b15d6999d,2016-08-30T15:08:38 +00:00
4116,1,0,0,1,IL,2013-05-10T18:15:00 +00:00,DR,Flood,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16T09:37:00 +00:00,2013-05-05T00:00:00 +00:00,,Cook (County),99031,4b2c489628eac118e5cc56f9f642b8dd,2016-08-30T15:08:38 +00:00
4116,1,0,0,1,IL,2013-05-10T18:15:00 +00:00,DR,Flood,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16T09:37:00 +00:00,2013-05-05T00:00:00 +00:00,,Henry (County),99073,88b01b5165d4fa6e9db222845968edca,2016-08-30T15:08:38 +00:00
4116,1,0,1,1,IL,2013-05-10T18:15:00 +00:00,DR,Flood,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16T09:37:00 +00:00,2013-05-05T00:00:00 +00:00,,Lake (County),99097,f8599ee1b375b9a96fbf3e1a6c46e48b,2016-08-30T15:08:38 +00:00
4116,1,0,1,1,IL,2013-05-10T18:15:00 +00:00,DR,Flood,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16T09:37:00 +00:00,2013-05-05T00:00:00 +00:00,,Fulton (County),99057,fb0c85fd0268f8dd54d84797129d9867,2016-08-30T15:08:38 +00:00
1850,0,0,1,1,IL,2009-07-02T17:30:00 +00:00,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES",2009-05-08T11:30:00 +00:00,2009-05-09T00:00:00 +00:00,,Williamson (County),99199,46f5df8411098d85f0ad8439d7fd8d30,2016-08-30T15:08:20 +00:00
