disasterNumber,incidentType,state,county,city,zipCode,validRegistrations,totalInspected,totalInspectedWithNoDamage,totalWithModerateDamage,totalWithMajorDamage,totalWithSubstantialDamage,approvedForFemaAssistance,totalApprovedIhpAmount,repairReplaceAmount,rentalAmount,otherNeedsAmount,approvedBetween1And10000,approvedBetween10001And25000,approvedBetween25001AndMax,totalMaxGrants,hash,lastRefresh,declarationDate,title,incidentBeginDate,incidentEndDate
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60443.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77c7588d53c1e68d83fa404fc200ea60,2014-11-20T15:20:39 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60625.0,16.0,14.0,14.0,0.0,0.0,0.0,11.0,36092.0,0.0,16796.0,19296.0,11.0,0.0,0.0,0.0,4a86aa708b8e45da308197db1cc8f2a4,2014-11-20T15:20:39 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60615.0,209.0,201.0,201.0,0.0,0.0,0.0,69.0,166121.0,0.0,110191.0,55930.0,66.0,3.0,0.0,0.0,becc38bb4618661e154b1a1d301423fd,2014-11-20T15:20:39 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60636.0,2.0,2056.0,2056.0,0.0,0.0,0.0,1278.0,4394433.0,1365.0,3112163.0,1280906.0,1.0,93.0,18.0,7.0,e2787518997128d25c3f5e974afc32dd,2014-11-20T15:20:39 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60660.0,11.0,11.0,11.0,0.0,0.0,0.0,4.0,25499.0,0.0,19428.0,6071.0,3.0,1.0,0.0,0.0,30ddf9b90aacc31d151b4f138bb5dce6,2014-11-20T15:20:39 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60646.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,e77d12bd01cb6f55577315117c6768ab,2014-11-20T15:20:39 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60624.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1157.0,0.0,0.0,1157.0,1.0,0.0,0.0,0.0,fe11343d13d43a21053d1df690cd5a27,2014-11-20T15:20:39 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60624.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1806.0,0.0,1806.0,0.0,1.0,0.0,0.0,0.0,68fe69adbbd8fc304d8a24cf93c43d87,2014-11-20T15:20:39 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60617.0,1.0,1422.0,1422.0,0.0,0.0,0.0,784.0,2517137.0,0.0,1919221.0,597915.0,715.0,64.0,5.0,2.0,40fdb0a247f96be0d5638700e3d421a0,2014-11-20T15:20:39 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60605.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,e5cf4af33a1cfb3aa15e2d0a47d452ce,2014-11-20T15:20:39 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60627.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06433734180a167d79e93e6f91ae971c,2014-11-20T15:20:39 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60638.0,259.0,245.0,245.0,0.0,0.0,0.0,143.0,384236.0,0.0,202264.0,181972.0,137.0,5.0,1.0,1.0,ca421abb9d9fec3a9bf36967afd18e23,2014-11-20T15:20:39 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60649.0,649.0,632.0,632.0,0.0,0.0,0.0,360.0,1474341.0,0.0,1031329.0,443011.0,315.0,45.0,0.0,0.0,aa652f17c951b6a6783061796cb3ba10,2014-11-20T15:20:39 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60707.0,59.0,58.0,58.0,0.0,0.0,0.0,33.0,155044.0,0.0,55245.0,99799.0,30.0,3.0,0.0,0.0,fa7d0ce06cffd2bf08d86bedda7ac719,2014-11-20T15:20:39 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60608.0,3.0,3.0,3.0,0.0,0.0,0.0,2.0,10492.0,0.0,3576.0,6916.0,2.0,0.0,0.0,0.0,b28b9f892c06a66c2a089990ea3708bc,2014-11-20T15:22:28 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60621.0,187.0,178.0,178.0,0.0,0.0,0.0,55.0,125159.0,0.0,82147.0,43012.0,54.0,1.0,0.0,0.0,3f15f399217b4b438df786c1bb077a01,2014-11-20T15:22:28 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60632.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,304.0,0.0,0.0,304.0,1.0,0.0,0.0,0.0,e63bc04e207671b79de5a9c8e3dea416,2014-11-20T15:22:28 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60643.0,259.0,248.0,248.0,0.0,0.0,0.0,91.0,248212.0,0.0,197838.0,50374.0,83.0,8.0,0.0,0.0,5b024fa50e38a90ea1e33acc25df6be6,2014-11-20T15:22:28 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60656.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f91883692a278b4a39a2a4b5d0b99f7e,2014-11-20T15:22:28 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60610.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3101af1ce610df2a4a41969be2e50b58,2014-11-20T15:22:28 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60623.0,102.0,100.0,100.0,0.0,0.0,0.0,47.0,190244.0,0.0,117457.0,72787.0,44.0,2.0,1.0,0.0,ed43fe370752b4dc35704bb915a91bcd,2014-11-20T15:22:28 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60634.0,6.0,6.0,6.0,0.0,0.0,0.0,2.0,4578.0,0.0,2454.0,2124.0,2.0,0.0,0.0,0.0,ff28648c7c59a8e8a840cbc7f83d3c61,2014-11-20T15:22:28 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60645.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,badf7682eabbb7b5934d739e9517a00b,2014-11-20T15:22:28 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60659.0,11.0,11.0,11.0,0.0,0.0,0.0,1.0,20911.0,0.0,20911.0,0.0,0.0,1.0,0.0,0.0,329bbb24c104c09afd2c74e1b9946827,2014-11-20T15:22:28 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60615.0,24.0,22.0,22.0,0.0,0.0,0.0,11.0,52276.0,0.0,44821.0,7455.0,9.0,2.0,0.0,0.0,5e59531b4f650ad7adc91dcab4401aa6,2014-11-20T15:22:28 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60625.0,50.0,42.0,42.0,0.0,0.0,0.0,25.0,121227.0,0.0,38490.0,82737.0,21.0,4.0,0.0,0.0,d8434e2fd28abced0b475d2627180e12,2014-11-20T15:22:28 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60637.0,153.0,145.0,145.0,0.0,0.0,0.0,51.0,145638.0,0.0,96299.0,49339.0,49.0,2.0,0.0,0.0,0ffba69ca121d67768de593891e05a29,2014-11-20T15:22:28 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60647.0,13.0,12.0,12.0,0.0,0.0,0.0,5.0,3495.0,0.0,1788.0,1707.0,5.0,0.0,0.0,0.0,9796afe66bf3353969faff0bb16c47cc,2014-11-20T15:22:28 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60707.0,9.0,9.0,9.0,0.0,0.0,0.0,1.0,4176.0,0.0,0.0,4176.0,1.0,0.0,0.0,0.0,33ca51adf6e3b313fafd6f6d54306a39,2014-11-20T15:22:28 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60609.0,103.0,98.0,98.0,0.0,0.0,0.0,39.0,119780.0,0.0,71677.0,48103.0,38.0,1.0,0.0,0.0,0c118145e372c52d69416675ec1c04a3,2014-11-20T15:22:28 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60622.0,5.0,4.0,4.0,0.0,0.0,0.0,1.0,3702.0,0.0,0.0,3702.0,1.0,0.0,0.0,0.0,103201eacfec97e9a99d7ef37f437e7e,2014-11-20T15:22:28 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60633.0,26.0,25.0,25.0,0.0,0.0,0.0,9.0,22529.0,0.0,17206.0,5323.0,9.0,0.0,0.0,0.0,3e700607f5517c3754f1f153fb3fd1e1,2014-11-20T15:22:28 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60644.0,143.0,135.0,135.0,0.0,0.0,0.0,71.0,211188.0,0.0,106535.0,104653.0,67.0,3.0,1.0,0.0,a07fdf4bd0599df13b7bbbc555def7a9,2014-11-20T15:22:28 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60657.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,454afc4f8a8e3b7002dfdc78a69e33b5,2014-11-20T15:22:28 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60612.0,43.0,37.0,37.0,0.0,0.0,0.0,13.0,65560.0,0.0,43591.0,21969.0,10.0,2.0,1.0,0.0,5cd3587c84889d1c81acfb02fc1a1e6b,2014-11-20T15:22:28 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60624.0,108.0,104.0,104.0,0.0,0.0,0.0,27.0,92005.0,0.0,56718.0,35287.0,25.0,1.0,1.0,0.0,3b5d8c76e6ada1f26e66e52a391eab50,2014-11-20T15:22:28 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60636.0,320.0,307.0,307.0,0.0,0.0,0.0,113.0,348074.0,0.0,256488.0,91585.0,105.0,8.0,0.0,0.0,260b7cd15fbaaf654b3767dc65729ae9,2014-11-20T15:22:28 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60646.0,7.0,6.0,6.0,0.0,0.0,0.0,1.0,1925.0,0.0,1788.0,137.0,1.0,0.0,0.0,0.0,672b140a41af62974be8d0eb30e97c75,2014-11-20T15:22:28 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60660.0,4.0,4.0,4.0,0.0,0.0,0.0,2.0,13870.0,0.0,13870.0,0.0,2.0,0.0,0.0,0.0,a78f237c62973717afae0cad18bf8006,2014-11-20T15:22:28 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60616.0,6.0,4.0,4.0,0.0,0.0,0.0,1.0,580.0,0.0,0.0,580.0,1.0,0.0,0.0,0.0,2988b1adc7c8906ba761f790e4362800,2014-11-20T15:22:28 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60626.0,6.0,6.0,6.0,0.0,0.0,0.0,2.0,6125.0,0.0,4908.0,1217.0,2.0,0.0,0.0,0.0,decc0acfcfdf5d325a8397c0ca5c866a,2014-11-20T15:22:28 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60638.0,20.0,19.0,19.0,0.0,0.0,0.0,11.0,41577.0,0.0,35776.0,5801.0,9.0,2.0,0.0,0.0,ac9b32acc8693b3f120407f1b0ed1725,2014-11-20T15:22:28 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60649.0,186.0,170.0,170.0,0.0,0.0,0.0,70.0,143268.0,0.0,88593.0,54675.0,69.0,1.0,0.0,0.0,2c166b4819aad4bb046ebfba84b2edc0,2014-11-20T15:22:28 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60827.0,96.0,75.0,75.0,0.0,0.0,0.0,9.0,5812.0,0.0,2774.0,3038.0,9.0,0.0,0.0,0.0,846b8ca1bda505b81e318dae91a04156,2014-11-20T15:22:28 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60624.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6d023d344d08a6d78e43599c7e0d93d6,2014-11-20T15:22:28 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60618.0,3.0,3.0,3.0,0.0,0.0,0.0,2.0,3829.0,0.0,1788.0,2041.0,2.0,0.0,0.0,0.0,1ad51f246ed4e773c535bb1e5c13de08,2014-11-20T15:22:28 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60629.0,110.0,103.0,103.0,0.0,0.0,0.0,29.0,100421.0,0.0,81966.0,18455.0,26.0,3.0,0.0,0.0,181066245e20a1184c9f8e9802adb61c,2014-11-20T15:22:28 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60640.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,3817.0,0.0,2008.0,1809.0,1.0,0.0,0.0,0.0,2b41e15e8ee1e1c50f6883542d04c08c,2014-11-20T15:22:28 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60652.0,67.0,65.0,65.0,0.0,0.0,0.0,22.0,58375.0,0.0,46781.0,11594.0,21.0,1.0,0.0,0.0,00a6f7f930b585363227e4dd7bec9fa9,2014-11-20T15:22:28 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60607.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a4e3a783fdde6aec0e82c55769a4994e,2014-11-20T15:22:28 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60620.0,425.0,406.0,406.0,0.0,0.0,0.0,140.0,431847.0,0.0,334592.0,97255.0,130.0,8.0,2.0,0.0,821a2ee525cf2376d6364a6131403cb3,2014-11-20T15:22:28 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60631.0,5.0,5.0,5.0,0.0,0.0,0.0,3.0,2509.0,0.0,0.0,2509.0,3.0,0.0,0.0,0.0,56d32bd6003c658c33450cd0f4516a76,2014-11-20T15:22:28 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60642.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c62f0dcdbc474c6a5c344cdd6e06d576,2014-11-20T15:22:28 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60655.0,4.0,2.0,2.0,0.0,0.0,0.0,1.0,2008.0,0.0,2008.0,0.0,1.0,0.0,0.0,0.0,3a099adac8f561b2cc37e1ec640f656d,2014-11-20T15:22:28 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60477.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f552b1c433cde449f5174c619d07b214,2014-11-20T15:22:28 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60619.0,522.0,499.0,499.0,0.0,0.0,0.0,244.0,664418.0,0.0,482574.0,181844.0,231.0,13.0,0.0,0.0,d5754f13b3b704bfc27c3c64f7b13a0f,2014-11-20T15:22:28 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60630.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67033e6c0de63703bbae9757d59a5428,2014-11-20T15:22:28 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60641.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,d16b963da39f6c157f71fd1a519d3914,2014-11-20T15:22:28 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60653.0,37.0,36.0,36.0,0.0,0.0,0.0,8.0,23085.0,0.0,11490.0,11595.0,7.0,1.0,0.0,0.0,1a1626cc0fdc73a0ac913280dbb4b16b,2014-11-20T15:22:28 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60617.0,487.0,470.0,470.0,0.0,0.0,0.0,194.0,475610.0,0.0,294524.0,181086.0,185.0,8.0,1.0,0.0,1c6968716a1ba9bebefd107cae1ffbaa,2014-11-20T15:22:28 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60628.0,629.0,606.0,606.0,0.0,0.0,0.0,208.0,407369.0,2661.0,278302.0,126407.0,202.0,6.0,0.0,0.0,df6b0a7df9acd84dfe0167b5f390901f,2014-11-20T15:22:28 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60639.0,58.0,56.0,56.0,0.0,0.0,0.0,24.0,64631.0,0.0,33184.0,31447.0,23.0,1.0,0.0,0.0,0ea17e6fd7829ffc35c3c44a42c109da,2014-11-20T15:22:28 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60651.0,151.0,143.0,143.0,0.0,0.0,0.0,58.0,151200.0,0.0,52553.0,98647.0,55.0,3.0,0.0,0.0,697b21ff73f42a810f6fa0b69290b636,2014-11-20T15:22:28 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
4116.0,Flood,IL,Cook (County),Chicago,60608.0,54.0,45.0,29.0,8.0,1.0,7.0,24.0,96966.0,0.0,49598.0,47368.0,22.0,2.0,0.0,0.0,3e4be2fc54e27174bd14a7901c139c4c,2015-03-02T18:42:54 +00:00,2013-05-10T18:15:00 +00:00,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16 09:37:00,2013-05-05T00:00:00 +00:00
4116.0,Flood,IL,Cook (County),Chicago,60612.0,283.0,263.0,190.0,49.0,1.0,23.0,122.0,349872.0,0.0,229499.0,120373.0,114.0,7.0,1.0,0.0,d27393e84379a5e110cd0f677c082200,2015-03-02T18:42:54 +00:00,2013-05-10T18:15:00 +00:00,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16 09:37:00,2013-05-05T00:00:00 +00:00
4116.0,Flood,IL,Cook (County),Chicago,60619.0,1.0,1409.0,836.0,487.0,9.0,77.0,750.0,2033186.0,0.0,1347723.0,685463.0,721.0,27.0,2.0,0.0,6cb42c5d9fb2c1e43a145610bcfce766,2015-03-02T18:42:54 +00:00,2013-05-10T18:15:00 +00:00,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16 09:37:00,2013-05-05T00:00:00 +00:00
4116.0,Flood,IL,Cook (County),Chicago,60622.0,31.0,28.0,23.0,4.0,0.0,1.0,15.0,22261.0,0.0,9814.0,12447.0,15.0,0.0,0.0,0.0,16a01ae181152c4c1febfba369f91005,2015-03-02T18:42:54 +00:00,2013-05-10T18:15:00 +00:00,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16 09:37:00,2013-05-05T00:00:00 +00:00
4116.0,Flood,IL,Cook (County),Chicago,60636.0,1.0,1279.0,814.0,295.0,7.0,163.0,641.0,1855681.0,1192.0,1327683.0,526806.0,606.0,35.0,0.0,0.0,8704046c5196fd702f1ec0de7c3a7a36,2015-03-02T18:42:54 +00:00,2013-05-10T18:15:00 +00:00,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16 09:37:00,2013-05-05T00:00:00 +00:00
