disasterNumber,incidentType,applicantId,state,applicantName,addressLine1,addressLine2,city,zipCode,hash,lastRefresh
1278,Severe Storm(s),085-0020E-00,Illinois,JO-CARROLL ELECTRIC COOPERATIVE,,,,,0f50aaab48b75fffc38a364d28b51a1f,2014-11-23T01:12:52 +00:00
1278,Severe Storm(s),085-00B3E-00,Illinois,SCALES MOUND COMMUNITY UNIT SCHOOL DISTRICT 211,,,,,e7ca25223bef88b4d80a07f65a9f363e,2014-11-23T01:12:52 +00:00
1278,Severe Storm(s),085-48359-00,Illinois,"MENOMINEE, VILLAGE OF",,,,,0acb98871bf2c2b2ed8f164fb7a9fa7b,2014-11-23T01:12:52 +00:00
1278,Severe Storm(s),085-00B27-00,Illinois,MENOMINEE TOWNSHIP ROAD DISTRICT,,,,,c3e2d8993f24bbced059a7b466758a35,2014-11-23T01:12:52 +00:00
1278,Severe Storm(s),085-00B44-00,Illinois,WOODBINE TOWNSHIP ROAD DISTRICT,,,,,b0a25ed1022ef24ae17ecddf0257c045,2014-11-23T01:12:52 +00:00
1278,Severe Storm(s),085-00B26-00,Illinois,THOMPSON TOWNSHIP ROAD DISTRICT,,,,,3e03076a29c66295dec5e90028e08cbb,2014-11-23T01:12:53 +00:00
1278,Severe Storm(s),085-00B41-00,Illinois,SCALES MOUND TOWNSHIP ROAD AND BRIDGE,,,,,395146a24f912ccd403444cfdba902ec,2014-11-23T01:12:53 +00:00
1278,Severe Storm(s),085-67925-00,Illinois,"SCALES MOUND,  VILLAGE OF",,,,,e81bd3813250bc7f30061fceab11f5e4,2014-11-23T01:12:53 +00:00
1278,Severe Storm(s),085-00B2A-00,Illinois,APPLE RIVER TOWNSHIP ROAD DISTRICT,,,,,5878769744acb71080e30458c8fb0c82,2014-11-23T01:12:53 +00:00
1278,Severe Storm(s),085-01673-00,Illinois,"APPLE RIVER, VILLAGE OF",,,,,15a9e555d79c41b4b56a7cb4e1169ca6,2014-11-23T01:12:53 +00:00
1278,Severe Storm(s),085-00B28-00,Illinois,VINEGAR HILL TOWNSHIP ROAD DISTRICT,,,,,59fbb608289eee19a35f58c4e6d87546,2014-11-23T01:12:53 +00:00
1278,Severe Storm(s),085-00B49-00,Illinois,RAWLINS ROAD DISTRICT,,,,,a149b68278cb9893189fde0d688c197c,2014-11-23T01:12:53 +00:00
1278,Severe Storm(s),085-00B3A-00,Illinois,DUNLEITH TOWNSHIP ROAD DISTRICT,,,,,ae707550073fbf84270b8aa9dd02d836,2014-11-23T01:12:53 +00:00
1278,Severe Storm(s),085-07D36-00,Illinois,SAINT MARY'S  SCHOOL,,,,,f5dfee3c2f54b9546bb2fc240dbfe47c,2014-11-23T01:12:53 +00:00
1278,Severe Storm(s),085-00B36-00,Illinois,DUNLEITH PARK DISTRICT,,,,,65f3e6057ec87f33d5b4af35ed04340f,2014-11-23T01:12:53 +00:00
1278,Severe Storm(s),085-06FDC-00,Illinois,EAST DUBUQUE COMMUNITY UNIT SCHOOL DISTRICT 119,,,,,97edca5360d692138205194d77a274a2,2014-11-23T01:12:53 +00:00
1278,Severe Storm(s),000-U035D-00,Illinois,ILLINOIS EMERGENCY MANAGEMENT AGENCY,,,,,9de4ee1c1631eb3475615dd8c650b9c5,2014-11-23T01:12:54 +00:00
1278,Severe Storm(s),085-00B3C-00,Illinois,GUILFORD TOWNSHIP ROAD DISTRICT,,,,,74a5853836a4f1fd12ac93c157291ca2,2014-11-23T01:12:54 +00:00
1278,Severe Storm(s),085-21683-00,Illinois,"EAST DUBUQUE, CITY OF",,,,,9c63ce7ea3896a6cb31dbbab2d7cab6e,2014-11-23T01:12:54 +00:00
1278,Severe Storm(s),000-00B86-00,Illinois,ILLINOIS DEPARTMENT OF NATURAL RESOURCES,,,,,1ba61ef87f77a72d3b0e992438fe7aa5,2014-11-23T01:12:54 +00:00
1278,Severe Storm(s),085-00B3B-00,Illinois,EAST GALENA TOWNSHIP ROAD DISTRICT,,,,,95317450a6af64772f0e4e9f7ca0ed84,2014-11-23T01:12:54 +00:00
1278,Severe Storm(s),085-16639-00,Illinois,"COUNCIL HILL, TOWNSHIP OF",,,,,7bb982464ab1f0cc2664f6de7503f397,2014-11-23T01:12:54 +00:00
1278,Severe Storm(s),085-00B3D-00,Illinois,JO DAVIES COUNTY HIGHWAY DEPARTMENT,,,,,36044168c156f2182c042d86d2c22bdc,2014-11-23T01:12:54 +00:00
1278,Severe Storm(s),000-U0834-00,Illinois,ILLINOIS DEPARTMENT OF TRANSPORTATION,,,,,ce1694c3a033fdbba5d82c27a63d93ac,2014-11-23T01:12:54 +00:00
1278,Severe Storm(s),085-28300-00,Illinois,"GALENA, CITY OF",,,,,39a2cdecfa5e2ea49f8297056467f633,2014-11-23T01:12:54 +00:00
1368,Flood,001-62367-00,Illinois,"QUINCY, CITY OF",730 MAINE STREET,,QUINCY,62301,8f1bd84afa7e0901d105b210a0a649cd,2014-11-23T01:13:00 +00:00
1368,Flood,013-32395-00,Illinois,"HAMBURG, VILLAGE OF",PO BOX 54,,HAMBURG,62045,ac4abc3974e6d1f4f4b8dc46968c0276,2014-11-23T01:13:00 +00:00
1368,Flood,067-32434-00,Illinois,"HAMILTON, CITY OF",1010 BROADWAY,,HAMILTON,62341,c8f16a5a5d383704147e225b55df313c,2014-11-23T01:13:00 +00:00
1368,Flood,071-31992-00,Illinois,"GULF PORT, CITY OF",2013 N. ROOSELVELT,,BURLIINGTON,52601,e6422a15dd7516aae1a69b70845eaec9,2014-11-23T01:13:00 +00:00
1368,Flood,131-39311-00,Illinois,"KEITHSBURG, TOWNSHIP OF",20TH AVE.,,KEITHSBURG,61442,a4c098f154438977dd68be415f6cee0d,2014-11-23T01:13:00 +00:00
1368,Flood,131-UMFCE-00,Illinois,OHIO GROVE ROAD DISTRICT,2047 30TH AVENUE ,,ALEDO ,61231,e3e4adcd6144c522ff6119c81ae9f147,2014-11-23T01:13:00 +00:00
1368,Flood,161-0D242-00,Illinois,CORDOVA FIRE DEPT,906 MAIN AVE,,Cordova,61242,b7516e2e8ba8fd3163dd2142caef0efa,2014-11-23T01:13:00 +00:00
1368,Flood,161-U4RH2-00,Illinois,BLACKHAWK TOWNSHIP ROAD DISTRICT,230 WEST 4TH STREET,,MILAN,61264,39ff50e1c318cbdc34df86f035606632,2014-11-23T01:13:00 +00:00
1368,Flood,195-28586-00,Illinois,"GARDEN PLAIN, TOWNSHIP OF",6110 GARDEN PLAIN RD,,FULTON,61252,bfb268a1053e2d0fcd9bcb2d7e0afba0,2014-11-23T01:13:00 +00:00
1368,Flood,001-U003C-00,Illinois,RIVERSIDE TOWNSHIP ROAD DISTRICT,"R# 2 , BOX 115",,RIVERSIDE,62301,fcc005591199be66094061daa7636fd9,2014-11-23T01:13:01 +00:00
1368,Flood,013-UZM0N-00,Illinois,"KAMPSVILLE, VILLAGE OF",210 OAK ST,PO BOX 202,KAMPSVILLE,62053,28db3e4fcc154292b7b5e092efe8686f,2014-11-23T01:13:01 +00:00
1368,Flood,067-51804-00,Illinois,"NAUVOO, TOWNSHIP OF",2592 N. SYCAMORE HAVEN DRIVE,,NAUVOO,62354,376400f5c0dc8c7e5ec2719d857ff6e1,2014-11-23T01:13:01 +00:00
1368,Flood,071-U0153-00,Illinois,HENDERSON COUNTY HIGHWAY DEPT,150 NORTH MARY,PO BOX 534,STRONGHURST,61480,26e113fda018aa9db2259256370da985,2014-11-23T01:13:01 +00:00
1368,Flood,131-63628-00,Illinois,"RICHLAND GROVE, TOWNSHIP OF",TOWNSHIP SHED,,SWENDONA,61281,f58d285066ef50bc1f808eaabe629f16,2014-11-23T01:13:01 +00:00
1368,Flood,131-UQGRR-00,Illinois,ELIZA TOWNSHIP ROAD DISTRICT,1553 65TH STREET,,NEW BOSTON,61272,d1914d73c888a66aa7c79845f7aeff2c,2014-11-23T01:13:01 +00:00
1368,Flood,161-16379-00,Illinois,"CORDOVA, TOWNSHIP OF",15605 250TH STREET NORTH,,CORDOVA,61242,c27281a57d113f10bf2d299c3dfd4877,2014-11-23T01:13:01 +00:00
1368,Flood,161-UN8Y3-00,Illinois,ROCK ISLAND COUNTY FOREST PRESERVE DISTRICT,1201 STATE AVENUE,PO BOX 384,HAMPTON,61256,6b9c84b36b80b11c771e69f1a23bb1ea,2014-11-23T01:13:01 +00:00
1368,Flood,195-UE48J-00,Illinois,MEREDOSIA LEVEE & DRAINAGE DISTRICT,20722 IL HWY 84 N,6831 PRYOR ROAD,ALBANY,61230,3d4e8a2edcefdd636867cefd3c1a92a5,2014-11-23T01:13:01 +00:00
1368,Flood,013-U0055-00,Illinois,CALHOUN COUNTY ROAD DISTRICT,PO BOX 497,,HARDIN,62047,a7356b40755f4c586d3cb713d464950d,2014-11-23T01:13:01 +00:00
1368,Flood,001-99001-00,Illinois,ADAMS COUNTY,101 NORTH 54TH ST. ,P O BOX 3797,QUINEY,62305,bccfc4a5cf178e0cfba3b1159dacace9,2014-11-23T01:13:01 +00:00
1368,Flood,067-51791-00,Illinois,"NAUVOO, CITY OF",60 NORTH BLUFF STREET,,NAUVOO ,62354,0e499efd82a20cbe0ad18b0c3f52f826,2014-11-23T01:13:01 +00:00
1368,Flood,071-56237-00,Illinois,"OQUAWKA, VILLAGE OF",PO BOX 496 SCHUYLEN & 3RD,,OQUAWKA,61469,3a69fe1e2e7d49cbc67d344ee59b0940,2014-11-23T01:13:01 +00:00
1368,Flood,131-52233-00,Illinois,"NEW BOSTON, TOWNSHIP OF",381 BAY ISLAND ROAD,,NEW BOSTON ILL,61272,11c2d0576f534ba205c10a1823fa6f59,2014-11-23T01:13:01 +00:00
1368,Flood,131-UPQIB-00,Illinois,MERCER COUNTY HIGHWAY DEPARTMENT,1630 RTE 17,P O BOX 167,ALEDO,61231,34be09cfa7ff071847d8a6ea91dfaa1b,2014-11-23T01:13:01 +00:00
1368,Flood,161-16366-00,Illinois,"CORDOVA, VILLAGE OF",906 MAIN ,,CORDOVA,61242,ce3a8b7f2c177c1379517f14ca80a586,2014-11-23T01:13:01 +00:00
1368,Flood,161-U8ENG-00,Illinois,ILLINOIS QUAD CITY CIVIC CENTER AUTHORITY,1201 RIVER DRIVE,,MOLINE,61265,fe1ae3fe6a7de05e00a349fa67af50a9,2014-11-23T01:13:01 +00:00
1368,Flood,195-UD29F-00,Illinois,JOHNSON CREEK DRAINAGE DISTRICT,21885 SMALTZ ROAD,,FULTON,61252,d8e6600e4ead00e627c66d85b7af4a72,2014-11-23T01:13:01 +00:00
1368,Flood,015-UH8JW-00,Illinois,GOOSE LAKE DRAINAGE DISTRICT,115952 ARGOFAY ROUTE,,THOMPSON,61285,f8b423dccbd23497560c783a2b535ae5,2014-11-23T01:13:01 +00:00
1368,Flood,001-U0046-00,Illinois,FALL CREEK TOWNSHIP ROAD DISTRICT,"R #1, BOX 395",,PAYSON,62360,f66542692e640a68e47fcfe524448636,2014-11-23T01:13:01 +00:00
1368,Flood,067-78942-00,Illinois,"WARSAW, CITY OF",306 MAIN STREET ,P.O. BOX 12,WARSAW,62379,6d06126ab1de79e119bf482f07dfce41,2014-11-23T01:13:01 +00:00
1368,Flood,071-UOX64-00,Illinois,GLADSTONE TWP. ROAD DIST.,RT. 96 WALNUT STREET,P.O. BOX 195,GLADSTONE,61437,a890cc6231ea64b25bd36d149a299667,2014-11-23T01:13:01 +00:00
1368,Flood,131-U67WG-00,Illinois,MILLERSBURG ROAD DISTRICT,101 WEST CENTER STREET,1156 75TH AVENUE,JOY,61260,7a9b8aecda6af811494e2efbedd3825b,2014-11-23T01:13:01 +00:00
1368,Flood,131-US8GO-00,Illinois,BAY ISLAND DRAINAGE & LEVEE DISTRICT #1,771 PUMPING STATION LANE,,NEW BOSTON,61272,58f6dfaafd03a310f69fb21a97aa5a1f,2014-11-23T01:13:01 +00:00
1368,Flood,161-32564-00,Illinois,"HAMPTON, VILLAGE OF",520 1ST AVE,,HAMPTON,61256,54031627ce06a6b01513e2c08ea0b4c2,2014-11-23T01:13:01 +00:00
1368,Flood,161-UWAMW-00,Illinois,DRURY DRAINAGE DISTRICT,15825 322 STREET  WEST,,ILLINOIS CITY,61259,c5a620cd8d7d72c3e1acaa7293b0b32a,2014-11-23T01:13:01 +00:00
1368,Flood,195-UKLVT-00,Illinois,WHITESIDE COUNTY HIGHWAY DEPT,18819 LINCOLN ROAD,,MORRISON,61270,7aaa806cdb8c280390857fbc0bbd2b41,2014-11-23T01:13:01 +00:00
1368,Flood,001-U003F-00,Illinois,URSA TOWNSHIP ROAD DISTRICT,226 WARSAW STREET,PO BOX 11,URSA,62376,23734707bff3b961ae3de0127271fd0f,2014-11-23T01:13:01 +00:00
1368,Flood,015-67821-00,Illinois,"SAVANNA, CITY OF",101 MAIN ST,,SAVANNA,61074,fa84a592051eaeb28e8f13e6dde6a65b,2014-11-23T01:13:01 +00:00
1368,Flood,067-61080-00,Illinois,"PONTOOSUC, VILLAGE OF",200 MUSTARD ST.,,PONROOSUE,62330,a1f57293f2ecb5fd49c0ae9a764f9cd8,2014-11-23T01:13:01 +00:00
1368,Flood,071-U7O5K-00,Illinois,HENDERSON COUNTY DRAINAGE DISTRICT  #1 & #2,RR1 BOX 208,,GLADSTONE,61437,92a8d72c1582deb090ae662682266cbd,2014-11-23T01:13:01 +00:00
1368,Flood,131-99131-00,Illinois,MERCER COUNTY,100 S.E. 3RD ST,,ALEDO,61231,74ea9fd475b8530777e3909fdf1ff187,2014-11-23T01:13:01 +00:00
1368,Flood,131-UR8JF-00,Illinois,PERRYTON TOWNSHIP ROAD DISTRICT,1451 170TH STREET,,ALEDO,61231,aa9196fd2c7318e90304b862bdf6a37e,2014-11-23T01:13:01 +00:00
1368,Flood,161-22073-00,Illinois,"EAST MOLINE, CITY OF",915 16TH AVE,,EAST MOLINE,61244,5daf1dab12b4a2b15a66cc58f1bb4886,2014-11-23T01:13:01 +00:00
1368,Flood,195-UIVQ4-00,Illinois,FULTON FLOOD CONTROL DISTRICT,1111 11TH STREET,,FULTON,61252,f15f9cebc7b52db16afdb9d5ffd45894,2014-11-23T01:13:01 +00:00
1368,Flood,161-UUPK6-00,Illinois,"DRURY TOWNSHIP ROAD DISTRICT, (OFFICE IN IL, MAILING ADDRESS IN IA)",,,ILLINOIS CITY,     ,3cc73c7eb94a268aa1f11d8b1c936808,2014-11-23T01:13:01 +00:00
1368,Flood,000-00B86-00,Illinois,ILLINOIS DEPARTMENT OF NATURAL RESOURCES,524 SOUTH SECOND STREET,,SPRINGFIELD,62701,c2253dc9d1dfe019e2f2a5fbc6e57156,2014-11-23T01:13:01 +00:00
1368,Flood,001-U008D-00,Illinois,LIMA TOWNSHIP ROAD DISTRICT,775 N 2680TH AVENUE,,URSA,62376,416be5c67af2195ab9be6e2d70d46e50,2014-11-23T01:13:01 +00:00
1368,Flood,015-UVJ9M-00,Illinois,WASHINGTON TWP ROAD DISTRICT,16911 ROUTE 84,,SAVANNA,61074,f5aa79465d14fc2e108879dd7794aefd,2014-11-23T01:13:01 +00:00
1368,Flood,067-UCO1N-00,Illinois,HAMILTON PARK DISTRICT,1610 LOCUST ST,,HAMILTON,62341,30c49b98d1b8c238a3c19e5df2f1f1ad,2014-11-23T01:13:01 +00:00
1368,Flood,071-UWUXF-00,Illinois,GALESBURG PUBLIC WORKS,55 WEST TOMPKINS,PO BOX 1387,GALESBURG,61401,865e1cf593f62865ef3b74b748a21b0b,2014-11-23T01:13:01 +00:00
1368,Flood,131-U870G-00,Illinois,GREENE ROAD DISTRICT,2789 95TH AVE,,VIOLA,61486,815ecd6242a57000403bcaedf47b5c3d,2014-11-23T01:13:01 +00:00
1368,Flood,149-07AFD-00,Illinois,SNY ISLAND LEVEE DRAINAGE,PO BOX 169,,New Canton,62356,8eccd6d9d50e3f8d794e3b8c36a56f9c,2014-11-23T01:13:01 +00:00
1368,Flood,161-UXV24-00,Illinois,BIG ISLAND RIVER CONSERVANCY DISTRICT,2902 53RD AVENUE WEST,,MILAN ,61265,b1ff3b9a224169ecc92cb2581d812766,2014-11-23T01:13:01 +00:00
1368,Flood,161-49867-00,Illinois,"MOLINE, CITY OF",619 16TH ST,,MOLINE,61265,b333caa9066e20764a1d5770130da86d,2014-11-23T01:13:01 +00:00
1368,Flood,001-U0047-00,Illinois,QUINCY PARK DISTRICT,1310 WASHINGTON,,QUINCY,62301,9b4ff0520ba3f1b198fd3af406a025c7,2014-11-23T01:13:01 +00:00
1368,Flood,015-UNZ6C-00,Illinois,SAVANNA PARK DISTRICT,310 MAIN ST,P.O. BOX 329,SAVANNA,61074,4a43f8b7a385441d8abbff6b726f7490,2014-11-23T01:13:01 +00:00
1368,Flood,067-99067-00,Illinois,HANCOCK COUNTY,101S.STREET,,CARTHAGE,62321,d20e8e8cfe4b4fe53386eb790c81bc37,2014-11-23T01:13:01 +00:00
1368,Flood,071-UT4B9-00,Illinois,HENDERSON COUNTY DRAINAGE DISTRICT #3,ROUTE 1 BOX 25A,,GLADSTONE,61437,386e856c9c962871b3c4b4919890356b,2014-11-23T01:13:01 +00:00
1368,Flood,131-U6YP9-00,Illinois,SUEZ TOWNSHIP ROAD DISTRICT,261 230TH STREET,,ALEXIS,61412,a90228d1bd242df493504e2906a4edf3,2014-11-23T01:13:01 +00:00
1368,Flood,131-UTV81-00,Illinois,ABINGTON ROAD DISTRICT,102 3RD STREET,PO BOX 147,SEATON ,61476,4fbf49b3165db478b06eb9f81bdd811f,2014-11-23T01:13:01 +00:00
1368,Flood,161-49009-00,Illinois,"MILAN, VILLAGE OF",321 WEST 2ND AVE,,MILAN,61265,e7d75dc3fd8498c68bacabf244e03488,2014-11-23T01:13:01 +00:00
1368,Flood,161-UWQ98-00,Illinois,HAMPTON TOWNSHIP ROAD & BRIDGE,209 19TH STREET,,EAST MOLINE,61244,8145f68ae4c5cbf946e98965c7744281,2014-11-23T01:13:01 +00:00
1368,Flood,000-U0834-00,Illinois,ILLINOIS DEPARTMENT OF TRANSPORTATION,2300 S. DIRKSEN PARKWAY  ROOM 212,,SPRINGFIELD,62764,287f6f36ce766dfc8e263ad54baffbb0,2014-11-23T01:13:02 +00:00
1368,Flood,001-UMPQJ-00,Illinois,SOUTH QUINCY DRAINAGE & LEVEE DISTRICT,5714 W 5TH STREET,PO BOX 746,QUINCY ,62301,33a6876f0647b7db94295cc17a051cd4,2014-11-23T01:13:02 +00:00
1368,Flood,067-0C818-00,Illinois,NIOTA FIRE DEPT,HWY 96 & ARBOR STREET ,PO BOX 33,Niota,62358,1103c1da2c54ab3df6e90e1d11893f3c,2014-11-23T01:13:02 +00:00
1368,Flood,067-UV5EY-00,Illinois,DALLAS CITY PARK DISTRICT,PO BOX 367,,DALLAS CITY,62330,6ad31751f6c388db51f8ce5e13336a99,2014-11-23T01:13:02 +00:00
1368,Flood,085-21683-00,Illinois,"EAST DUBUQUE, CITY OF",303 SINSINAWA AVE,,EAST DUBUQUE,61025,f95541c6f20e32978aab26c0c56fbc04,2014-11-23T01:13:02 +00:00
1368,Flood,131-UF5CR-00,Illinois,"BAY ISLAND DRAINAGE DISTRICT #1, SUBDISTRICT #1",191 175TH AVENUE,,NEW BOSTON,61272,998e16da505f8c85517e832facdc8ae8,2014-11-23T01:13:02 +00:00
1368,Flood,161-01426-00,Illinois,"ANDALUSIA, VILLAGE OF",,,ANDALUSIA,61232,42aa79b26c4482a9f53d71905ca449a5,2014-11-23T01:13:02 +00:00
1368,Flood,161-62822-00,Illinois,"RAPIDS CITY, VILLAGE OF",12TH ST & 4TH AVE,,RAPIDS CITY,61278,348fb8faf0049c6cf09173fd1024610c,2014-11-23T01:13:02 +00:00
1368,Flood,195-00516-00,Illinois,"ALBANY, VILLAGE OF",101 NORTH LIME ST,,ALBANY,61230,fdaed7d7e3016f542c96551db0212af0,2014-11-23T01:13:02 +00:00
1368,Flood,000-U035D-00,Illinois,ILLINOIS EMERGENCY MANAGEMENT AGENCY,110 EAST ADAMS ST.,,SPRINGFIELD,62701,de7d39d105e11f89f39de38f46049971,2014-11-23T01:13:02 +00:00
1368,Flood,067-01621-00,Illinois,"APPANOOSE, TOWNSHIP OF","PO BOX 39, MEADOW STREET",,NIOTA,62358,6d6def85fa7d2d7e9be12e3c0c421397,2014-11-23T01:13:02 +00:00
1368,Flood,161-61223-00,Illinois,"PORT BYRON, VILLAGE OF",120 SOUTH MAIN,PO BOX 438,PORT BYRON,61275,443f0a1cb50768e17e380a02c23eaa6c,2014-11-23T01:13:02 +00:00
1368,Flood,001-UL5OA-00,Illinois,LIMA LAKE DRAINAGE DISTRICT,C/O NORTH ADAMS STATE BANK,,URSA,62379,d1bcec0b126de3acd4451927735adf6b,2014-11-23T01:13:02 +00:00
1368,Flood,149-U0499-00,Illinois,CINCINNATI TOWNSHIP ROAD DIST,"R R 1, BOX K16",,HULL,62343,795f3fb9b87f2e2ff4395eda4f426ad4,2014-11-23T01:13:02 +00:00
1368,Flood,067-UUBDL-00,Illinois,HUNT DRAINAGE DISTRICT,705 LAFAYETTE STREET,,WARSAW,62379,bc523845f7be438c509fbdd012056815,2014-11-23T01:13:02 +00:00
1368,Flood,161-UYIYL-00,Illinois,ROCK ISLAND EMERGENCY SERVICES & DISASTER AGENCY,6120 76TH STREET,,MILAN ,61264,d464ededd584490cb9383980b6322ecc,2014-11-23T01:13:02 +00:00
1368,Flood,085-00B3A-00,Illinois,DUNLEITH TOWNSHIP ROAD DISTRICT,9077 N TRAMEL RD,,EAST DUBUQUE,61025,6bd63c57b6c01977ade53ce8b185a474,2014-11-23T01:13:02 +00:00
1368,Flood,131-U8XMA-00,Illinois,MERCER TOWNSHIP ROAD DISTRICT,1834 10TH AVE,702 WEST MAIN ST,ALEDO,61231,62135a347a95dd9585d7811fd69d988b,2014-11-23T01:13:02 +00:00
1368,Flood,001-03B6E-00,Illinois,INDIAN GRAVE DRAINAGE DISTRICT,ROUTE 1 BOX 229,,Quincy,62376,b50732b0e10b56f7cb08b3d59ee54eef,2014-11-23T01:13:03 +00:00
1368,Flood,013-09148-00,Illinois,"BRUSSELS, VILLAGE OF",84 MAIN STREET,,BRUSSELS ,62013,b734c1094ec8166c17cd85d57ee70587,2014-11-23T01:13:03 +00:00
1368,Flood,067-18420-00,Illinois,"DALLAS ,CITY OF", PO BOX 454,,"DALLAS, CITY ",62330,277ba3e98b2080901e6b97887f818732,2014-11-23T01:13:03 +00:00
1368,Flood,067-UWDD5-00,Illinois,NIOTA FLOOD CONTROL COUNCIL,549 MEADOW STREET,,NIOTA,62358,1d0ac89d39dc3046afa0bddac29da864,2014-11-23T01:13:03 +00:00
1368,Flood,131-39298-00,Illinois,"KEITHSBURG, CITY OF",302 S. 14TH ST.,P. O. BOX 87,KEITHSBURGH,61442,e85f1d40fbc0f1e2c6df81e88b1ec129,2014-11-23T01:13:03 +00:00
1368,Flood,131-UKP9H-00,Illinois,RIVOLI TOWNSHIP ROAD DISTRICT,3287 120TH AVE,,NEW WINDSOR,61465,27061ec0e6343680591d648b356d47a8,2014-11-23T01:13:03 +00:00
1368,Flood,161-09512-00,Illinois,"BUFFALO PRAIRIE, TOWNSHIP OF",22111 183RD AVEUNE WEST,,JOY,61260,b569ae216ee34557ab133432489ac8ae,2014-11-23T01:13:03 +00:00
1368,Flood,161-65078-00,Illinois,"ROCK ISLAND, CITY OF",1528 3RD AVENUE,,ROCK ISLAND ,61201,365f0cdbc53288a9ee834efc63a67bf9,2014-11-23T01:13:03 +00:00
1368,Flood,195-28144-00,Illinois,"FULTON, CITY OF",415 11TH AVE,,FULTON,61252,fad735ab61658c4e507a289122b09d2b,2014-11-23T01:13:03 +00:00
1513,Severe Storm(s),000-U8TG8-00,Illinois,ILLINOIS STATE POLICE,125 EAST MONROE ,ROOM 201,SPRINGFIELD,62794,d94db45122cc3e6d35201ec9efaac4d1,2014-11-23T01:13:17 +00:00
1513,Severe Storm(s),099-U9QF5-00,Illinois,LA SALLE COUNTY CORONER'S OFFICE,707 ETNA RD,RM 144,OTTAWA,61350,50a42448805f6102b949945719d25137,2014-11-23T01:13:17 +00:00
1513,Severe Storm(s),000-UPT75-00,Illinois,UNIVERSITY OF ILLINOIS - UTICA,3168 E. 9TH STATE ROAD,,UTICA,61375,c83170d02f70e911e825d59ac7ea38a0,2014-11-23T01:13:17 +00:00
1513,Severe Storm(s),099-UUBU3-00,Illinois,LA SALLE COUNTY HISTORICAL SOCIETY,PO BOX 278,MILL & CANAL STREET,UTICA,61373,d64cd5ab60508294056051d8d1fbb84d,2014-11-23T01:13:17 +00:00
1513,Severe Storm(s),099-UF36G-00,Illinois,UTICA PUBLIC LIBRARY DISTRICT,MILL & GROVE,,UTICA,61373,c6276392b1832010d53be4733ea4c853,2014-11-23T01:13:17 +00:00
1513,Severe Storm(s),000-UNT5E-00,Illinois,ILLINOIS DEPT. OF CORRECTIONS,1096 1350TH STREET,,LINCOLN,62656,8cc8b06bc44e7695d69944634ee3a33f,2014-11-23T01:13:17 +00:00
1513,Severe Storm(s),155-056CF-00,Illinois,PUTNAM COUNTY SHERIFF'S OFFICE,120 N. 4TH ST,,Hennepin,61327,f9e837356d361fd34c2c77841ab70b2d,2014-11-23T01:13:17 +00:00
1513,Severe Storm(s),099-0F73B-00,Illinois,UTICA COMMUNITY FIRE PROTECTION DISTRICT,214 MILL,,Utica,61373,39fb96c724ea66f59fbe4ee77f21c836,2014-11-23T01:13:17 +00:00
1513,Severe Storm(s),099-02AC7-00,Illinois,WALTHAM SCHOOL DISTRICT 185,248 WEST CANAL ST.,,Utica,61373,85b5f40d1ab4c0fc1bc7d88f870127a7,2014-11-23T01:13:17 +00:00
1513,Severe Storm(s),155-02963-00,Illinois,PUTNAM COUNTY SCHOOL DIST 535,400 SILVERSPOON AVE,,GRANVILLE,61326,bb5bdae380d2d9aef55eb67d6377aef6,2014-11-23T01:13:17 +00:00
1513,Severe Storm(s),155-31017-00,Illinois,"GRANVILLE, VILLAGE OF",316 MCCOY ST,,GRANVILLE,61326,ff12f8ba7620f9b51cd6afcff3c9c061,2014-11-23T01:13:17 +00:00
1513,Severe Storm(s),099-59234-00,Illinois,"PERU, CITY OF",1415 WATER STREET,,PERU,61354,00627a3fba6b8807493146c1e32ae7d5,2014-11-23T01:13:17 +00:00
1513,Severe Storm(s),155-0FA63-00,Illinois,GRANVILLE-HENNEPIN FIRE PROTECTION DISTRICT,104 SOUTH HIGH ST,,Hennepin,61326,83efcfe6376d8451849a3ade5554b67c,2014-11-23T01:13:18 +00:00
1513,Severe Storm(s),099-54222-00,Illinois,"NORTH UTICA , VILLAGE OF",131 W. CANAL,,UTICA,61373,bba45096ee55ff96b21c1f7660f92d09,2014-11-23T01:13:18 +00:00
1513,Severe Storm(s),000-U035D-00,Illinois,ILLINOIS EMERGENCY MANAGEMENT AGENCY,1035 OUTER PARK DR,,SPRINGFIELD,62704,fe4d63f4887dad037cc0c6c39e309841,2014-11-23T01:13:18 +00:00
1513,Severe Storm(s),099-U0160-00,Illinois,LASALLE COUNTY HIGHWAY DEPARTMENT,1400 N. 27TH ROAD,,OTTAWA,61350,97e01fe22d2496a16d8ea506974752d6,2014-11-23T01:13:18 +00:00
1513,Severe Storm(s),099-77096-00,Illinois,"UTICA, TOWNSHIP OF",100 MAIN STREET,,UTICA,61373,e884ea61e36b6b66b276dc5fdf73d40b,2014-11-23T01:13:18 +00:00
1513,Severe Storm(s),155-U00F7-00,Illinois,PUTNAM COUNTY HIGHWAY DEPT,401 COURT ST, P.O. BOX 139,HENNEPIN,61327,b0487d7461346525c8c1684914040e89,2014-11-23T01:13:18 +00:00
