disasterNumber,incidentType,state,county,city,zipCode,validRegistrations,averageFemaInspectedDamage,totalInspected,totalDamage,noFemaInspectedDamage,femaInspectedDamageBetween1And10000,femaInspectedDamageBetween10001And20000,femaInspectedDamageBetween20001And30000,femaInspectedDamageGreaterThan30000,approvedForFemaAssistance,totalApprovedIhpAmount,repairReplaceAmount,rentalAmount,otherNeedsAmount,approvedBetween1And10000,approvedBetween10001And25000,approvedBetween25001AndMax,totalMaxGrants,hash,lastRefresh,declarationDate,title,incidentBeginDate,incidentEndDate
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60684.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3d32583048edf58272973c331f02273f,2014-11-20T15:20:20 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,69619.0,1.0,931.0,1.0,931.0,0.0,1.0,0.0,0.0,0.0,1.0,931.0,931.0,0.0,0.0,1.0,0.0,0.0,0.0,fc037dd26997343072680670c5ae5aae,2014-12-12T01:20:24 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60617.0,1.0,2479.0,1.0,2479.0,0.0,1.0,0.0,0.0,0.0,1.0,2256.0,2256.0,0.0,0.0,1.0,0.0,0.0,0.0,d98d53617ba61496124533e7027e0e66,2014-12-12T01:20:24 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60644.0,1.0,1869.0,1.0,1869.0,0.0,1.0,0.0,0.0,0.0,1.0,1250.0,1250.0,0.0,0.0,1.0,0.0,0.0,0.0,afad12d656b4d1944bc70721f50b479a,2014-12-12T01:20:24 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60651.0,1.0,1075.0,1.0,1075.0,0.0,1.0,0.0,0.0,0.0,1.0,503.0,503.0,0.0,0.0,1.0,0.0,0.0,0.0,f81d76080a4e750320949e9acff69017,2014-12-12T01:20:24 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60619.0,1.0,2577.0,1.0,2577.0,0.0,1.0,0.0,0.0,0.0,1.0,2340.0,2340.0,0.0,0.0,1.0,0.0,0.0,0.0,bb38087ebb79736b17309447871277f4,2014-12-12T01:20:24 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60020.0,1.0,2070.0,1.0,2070.0,0.0,1.0,0.0,0.0,0.0,1.0,1532.0,1532.0,0.0,0.0,1.0,0.0,0.0,0.0,cc8d468f4b27dfccdee07bba587f7f16,2014-12-12T01:20:24 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60651.0,1.0,1181.0,1.0,1181.0,0.0,1.0,0.0,0.0,0.0,1.0,1181.0,867.0,0.0,314.0,1.0,0.0,0.0,0.0,24a596a7d9267bfc18e84c52157a800c,2014-12-12T01:20:24 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60607.0,130.0,118.0,73.0,8637.0,64.0,9.0,0.0,0.0,0.0,42.0,85216.0,4496.0,80586.0,133.0,42.0,0.0,0.0,0.0,c9e9b43a23fa112806082df0829e3b09,2014-12-12T01:20:24 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60617.0,4.0,2124.0,4225.0,8975273.0,203.0,3.0,24.0,1.0,1.0,3686.0,9116411.0,7478868.0,1178755.0,458788.0,3.0,61.0,7.0,2.0,31c6c49b211824e73217ab5008785991,2014-12-12T01:20:24 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60639.0,2.0,3355.0,2450.0,8220134.0,92.0,2.0,103.0,9.0,1.0,2205.0,7886517.0,6703801.0,388318.0,794398.0,2.0,112.0,2.0,0.0,3fdaa983f3b6f640bb1e55bb6e63103f,2014-12-12T01:20:24 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60628.0,5.0,1899.0,4924.0,9351214.0,392.0,4.0,21.0,0.0,0.0,4089.0,10440791.0,7809703.0,1923086.0,708001.0,3.0,82.0,8.0,4.0,fbe17170ef7dae056c049f4edb0a77af,2014-12-12T01:20:24 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60651.0,3.0,3288.0,3381.0,11116100.0,110.0,3.0,112.0,30.0,20.0,3083.0,11226533.0,9172095.0,891952.0,1162486.0,2.0,153.0,43.0,25.0,eabadac01313a432be40f2104d754745,2014-12-12T01:20:24 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60678.0,1.0,3085.0,1.0,3085.0,0.0,1.0,0.0,0.0,0.0,1.0,2927.0,2468.0,0.0,459.0,1.0,0.0,0.0,0.0,d1cabc632f0ce48662e93e027d7dc497,2014-12-12T01:20:24 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,66039.0,1.0,4051.0,1.0,4051.0,0.0,1.0,0.0,0.0,0.0,1.0,3358.0,3358.0,0.0,0.0,1.0,0.0,0.0,0.0,a82e9288dc1007a08a686147cddc3bc6,2014-12-12T01:20:24 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60628.0,1.0,2026.0,1.0,2026.0,0.0,1.0,0.0,0.0,0.0,1.0,1539.0,1539.0,0.0,0.0,1.0,0.0,0.0,0.0,860899e645153946378f58df70e00840,2014-12-12T01:20:24 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60643.0,1.0,3212.0,1.0,3212.0,0.0,1.0,0.0,0.0,0.0,1.0,1435.0,1435.0,0.0,0.0,1.0,0.0,0.0,0.0,0b88d2125ec6f3a95beff18afb30412a,2014-12-12T01:20:24 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60628.0,1.0,10361.0,1.0,10361.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7a7f344f96c61c01ede01321dedb0ed2,2014-12-12T01:20:24 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60628.0,1.0,1536.0,1.0,1536.0,0.0,1.0,0.0,0.0,0.0,1.0,1536.0,1536.0,0.0,0.0,1.0,0.0,0.0,0.0,5e228e0faf6dcc82ce5c29b105efe7be,2014-12-12T01:20:24 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60609.0,1.0,2896.0,1365.0,3953326.0,75.0,1.0,26.0,7.0,2.0,1181.0,3852376.0,3157372.0,353940.0,341064.0,1.0,43.0,6.0,2.0,b6480b3ccab32860df2799dabfbc6d4a,2014-12-12T01:20:24 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60131.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aa3de10d8c5d9e028d737535a2b973b6,2014-11-20T15:20:20 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60651.0,1.0,3130.0,1.0,3130.0,0.0,1.0,0.0,0.0,0.0,1.0,2860.0,1785.0,0.0,1075.0,1.0,0.0,0.0,0.0,85caac29fd1fc728c679dac114f18b7c,2014-12-12T01:20:24 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60619.0,4.0,2438.0,4668.0,11381949.0,174.0,4.0,54.0,4.0,0.0,4192.0,12111835.0,9499476.0,1963610.0,648749.0,4.0,115.0,14.0,2.0,0842c19b7da2ae9304018e1d936049ed,2014-12-12T01:20:24 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60630.0,98.0,2312.0,96.0,221974.0,20.0,75.0,1.0,0.0,0.0,71.0,198791.0,186049.0,2032.0,10709.0,70.0,1.0,0.0,0.0,665ee9924716796050e343d2ad10f832,2014-12-12T01:20:24 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60641.0,506.0,2580.0,482.0,1243705.0,78.0,394.0,10.0,0.0,0.0,378.0,1162871.0,1027094.0,44816.0,90961.0,366.0,12.0,0.0,0.0,648b7600cfc507f514be5e392e343882,2014-12-12T01:20:24 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60653.0,357.0,3182.0,330.0,1050176.0,21.0,290.0,18.0,1.0,0.0,274.0,923801.0,782636.0,114528.0,26637.0,255.0,19.0,0.0,0.0,24f710afae976c4c50585d2f45e3d413,2014-12-12T01:20:24 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60689.0,1.0,2924.0,1.0,2924.0,0.0,1.0,0.0,0.0,0.0,1.0,2924.0,2465.0,0.0,459.0,1.0,0.0,0.0,0.0,26526a420ad9f2506c6171454eeeeae0,2014-12-12T01:20:24 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60628.0,2.0,2061.0,2.0,4123.0,0.0,2.0,0.0,0.0,0.0,2.0,3456.0,3456.0,0.0,0.0,2.0,0.0,0.0,0.0,f8814d69cee3a46c11e7e1cd9a77e7a2,2014-12-12T01:20:24 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60651.0,1.0,9532.0,1.0,9532.0,0.0,1.0,0.0,0.0,0.0,1.0,8532.0,4039.0,0.0,4493.0,1.0,0.0,0.0,0.0,d34317ca076d305a0aec92a5b94ad854,2014-12-12T01:20:24 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60620.0,3.0,2108.0,3.0,6324.0,0.0,3.0,0.0,0.0,0.0,3.0,5010.0,5010.0,0.0,0.0,3.0,0.0,0.0,0.0,0621de4f886d8411d9e8a7bc42a923ee,2014-12-12T01:20:24 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60621.0,1.0,1883.0,966.0,1819253.0,86.0,867.0,10.0,2.0,1.0,771.0,2157634.0,1501694.0,485877.0,170063.0,737.0,29.0,5.0,4.0,f119ca6399d09ad85d9633c80f546734,2014-12-12T01:20:24 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60290.0,1.0,4717.0,1.0,4717.0,0.0,1.0,0.0,0.0,0.0,1.0,3505.0,3505.0,0.0,0.0,1.0,0.0,0.0,0.0,01a090291c87148cba6d397b9a14da60,2014-12-12T01:20:24 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60655.0,1.0,1722.0,1303.0,2243856.0,53.0,1.0,1.0,0.0,0.0,1151.0,2009535.0,1905763.0,84460.0,19312.0,1.0,1.0,0.0,0.0,4825ccd06dedff3d313c2bc72b2d6d66,2014-12-12T01:20:24 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60611.0,1.0,1624.0,1.0,1624.0,0.0,1.0,0.0,0.0,0.0,1.0,1398.0,1398.0,0.0,0.0,1.0,0.0,0.0,0.0,786223482ff27f14b80fd7dcf515fdf1,2014-12-12T01:20:24 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60707.0,438.0,3564.0,425.0,1514761.0,14.0,394.0,16.0,1.0,0.0,388.0,1202528.0,1092137.0,47466.0,62926.0,375.0,13.0,0.0,0.0,2baba70586b370050f2cd3d1e150e348,2014-12-12T01:20:24 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60619.0,1.0,1169.0,1.0,1169.0,0.0,1.0,0.0,0.0,0.0,1.0,1169.0,1169.0,0.0,0.0,1.0,0.0,0.0,0.0,ff98090b8a7477e565e83f39ed539864,2014-12-12T01:20:24 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60632.0,3.0,3990.0,3530.0,14085270.0,99.0,3.0,159.0,27.0,2.0,3302.0,13130873.0,11148001.0,548140.0,1434731.0,3.0,172.0,10.0,4.0,0fa399e70db841b414fe2e1fac8eeb36,2014-12-12T01:20:24 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60620.0,1.0,1052.0,1.0,1052.0,0.0,1.0,0.0,0.0,0.0,1.0,593.0,593.0,0.0,0.0,1.0,0.0,0.0,0.0,68ec20d7fbc3ad1986b474f7536307bd,2014-12-12T01:20:24 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60643.0,1.0,503.0,1.0,503.0,0.0,1.0,0.0,0.0,0.0,1.0,503.0,503.0,0.0,0.0,1.0,0.0,0.0,0.0,759be63e33183f96987d8a916a5823a1,2014-12-12T01:20:24 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60643.0,3.0,2031.0,3068.0,6231808.0,217.0,2.0,20.0,0.0,0.0,2527.0,6386150.0,5166338.0,857918.0,361895.0,2.0,57.0,4.0,0.0,e3f9b4d54c5d67febc0f32e15b4311d8,2014-12-12T01:20:24 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60639.0,1.0,227.0,1.0,227.0,0.0,1.0,0.0,0.0,0.0,1.0,227.0,227.0,0.0,0.0,1.0,0.0,0.0,0.0,8c48ee2c91ea6119b2a48995edf73605,2014-12-12T01:20:24 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60617.0,1.0,170.0,1.0,170.0,0.0,1.0,0.0,0.0,0.0,1.0,170.0,170.0,0.0,0.0,1.0,0.0,0.0,0.0,12a5bb36ef88dd39d2c4b8704da088ec,2014-12-12T01:20:24 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60616.0,161.0,2022.0,147.0,297163.0,10.0,132.0,5.0,0.0,0.0,112.0,290594.0,252662.0,19192.0,18740.0,106.0,6.0,0.0,0.0,9387ba6cb836baacdfb91101927818ac,2014-12-12T01:20:24 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,66019.0,1.0,954.0,1.0,954.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54fa371810c278ab53601b9b054a58d3,2014-12-12T01:20:24 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60643.0,2.0,1377.0,2.0,2753.0,1.0,1.0,0.0,0.0,0.0,1.0,2753.0,2137.0,0.0,616.0,1.0,0.0,0.0,0.0,92f76bab5eebf739e59ed3145054de0d,2014-12-12T01:20:24 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60626.0,12.0,3510.0,11.0,38615.0,5.0,5.0,0.0,1.0,0.0,6.0,63229.0,30479.0,32750.0,0.0,3.0,3.0,0.0,0.0,27778483221ec97e0ef9cf3b73151f74,2014-12-12T01:20:24 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60628.0,1.0,7361.0,1.0,7361.0,0.0,1.0,0.0,0.0,0.0,1.0,7204.0,7204.0,0.0,0.0,1.0,0.0,0.0,0.0,ade0d004b39aacd5c54406a44e243ecd,2014-12-12T01:20:24 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60638.0,2.0,2581.0,2467.0,6367274.0,93.0,2.0,42.0,1.0,0.0,2174.0,5486924.0,4981768.0,197900.0,307256.0,2.0,39.0,1.0,0.0,b33a1e601e2ad503eca90234d6251951,2014-12-12T01:20:24 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60638.0,1.0,879.0,1.0,879.0,0.0,1.0,0.0,0.0,0.0,1.0,2909.0,879.0,2030.0,0.0,1.0,0.0,0.0,0.0,d313f6f440819eb4cad61cd02a825c06,2014-12-12T01:20:24 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60606.0,2.0,1633.0,2.0,3267.0,1.0,1.0,0.0,0.0,0.0,1.0,2829.0,2829.0,0.0,0.0,1.0,0.0,0.0,0.0,8f6d23ea15e00b691e72f97e6afa7d7d,2014-12-12T01:20:24 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60673.0,1.0,4017.0,1.0,4017.0,0.0,1.0,0.0,0.0,0.0,1.0,10001.0,9083.0,0.0,918.0,0.0,1.0,0.0,0.0,0b86d67db81c5f304d6cf10d459448d4,2014-12-12T01:20:24 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60649.0,1.0,5312.0,1.0,5312.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6349d9338533b09601cbd17be60bb925,2014-12-12T01:20:24 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60649.0,1.0,2566.0,1066.0,2735646.0,59.0,987.0,16.0,4.0,0.0,931.0,2655144.0,2291050.0,249906.0,114189.0,898.0,29.0,4.0,0.0,2ded7d1e09f03275fb05471e20c8720e,2014-12-12T01:20:24 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60617.0,3.0,2945.0,3.0,8836.0,0.0,3.0,0.0,0.0,0.0,2.0,7634.0,5944.0,0.0,1690.0,2.0,0.0,0.0,0.0,413918e1369471220104741b21480c19,2014-12-12T01:20:24 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60617.0,1.0,459.0,1.0,459.0,0.0,1.0,0.0,0.0,0.0,1.0,459.0,0.0,0.0,459.0,1.0,0.0,0.0,0.0,ac19c767550916a921d3fecad62d3a92,2014-12-12T01:20:24 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60638.0,1.0,57.0,1.0,57.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a2a05e362ce2bebf81dbbf3194d3c794,2014-12-12T01:20:24 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60155.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,519965640ed62b6383c717e4e0b75e43,2014-11-20T15:20:21 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60610.0,2.0,4060.0,2.0,8120.0,0.0,2.0,0.0,0.0,0.0,2.0,21827.0,8657.0,11624.0,1546.0,1.0,1.0,0.0,0.0,e42f2207aa02b66adbdd6007c75b1401,2014-12-12T01:20:24 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60693.0,1.0,2752.0,1.0,2752.0,0.0,1.0,0.0,0.0,0.0,1.0,1998.0,1998.0,0.0,0.0,1.0,0.0,0.0,0.0,fc510c14175d5cd4d3c9964c63e2f3db,2014-12-12T01:20:24 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60631.0,71.0,1736.0,71.0,123273.0,5.0,66.0,0.0,0.0,0.0,63.0,103906.0,102070.0,0.0,1836.0,63.0,0.0,0.0,0.0,1ed5fb820c8e3be90464679105d3d3d1,2014-12-12T01:20:24 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60639.0,1.0,10149.0,1.0,10149.0,0.0,0.0,1.0,0.0,0.0,1.0,8287.0,8287.0,0.0,0.0,1.0,0.0,0.0,0.0,26386687490d6605e28e4ebd74574ef9,2014-12-12T01:20:24 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60620.0,5.0,2079.0,4898.0,10181855.0,217.0,4.0,23.0,2.0,1.0,4351.0,10732092.0,8595375.0,1525967.0,610750.0,4.0,66.0,18.0,4.0,8199ff86b584a18d05ac8f72508e399f,2014-12-12T01:20:24 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60642.0,29.0,3559.0,23.0,81858.0,4.0,16.0,3.0,0.0,0.0,12.0,69956.0,62044.0,1806.0,6106.0,9.0,3.0,0.0,0.0,ec27544206fc695daaa458086100b72f,2014-12-12T01:20:24 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
