disasterNumber,incidentType,state,county,city,zipCode,validRegistrations,totalInspected,totalInspectedWithNoDamage,totalWithModerateDamage,totalWithMajorDamage,totalWithSubstantialDamage,approvedForFemaAssistance,totalApprovedIhpAmount,repairReplaceAmount,rentalAmount,otherNeedsAmount,approvedBetween1And10000,approvedBetween10001And25000,approvedBetween25001AndMax,totalMaxGrants,hash,lastRefresh
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60619,522,499,499,0,0,0,244,664418,0,482574,181844,231,13,0,0,d5754f13b3b704bfc27c3c64f7b13a0f,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60630,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,67033e6c0de63703bbae9757d59a5428,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60641,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,d16b963da39f6c157f71fd1a519d3914,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60653,37,36,36,0,0,0,8,23085,0,11490,11595,7,1,0,0,1a1626cc0fdc73a0ac913280dbb4b16b,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),CICERO,60804,14,13,13,0,0,0,5,28668,0,23711,4957,4,1,0,0,170e2e7ba56bc2f176428efd4133f43b,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),ELK GROVE VILLAGE,60007,2,2,2,0,0,0,1,527,0,0,527,1,0,0,0,a0f148a576e72cb9d7fbd84a390d68b5,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),FOREST PK,60130,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ade7a0eb0a5a81bd8b9133ccdcfde276,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),HILLSIDE,60162,12,11,11,0,0,0,4,8464,0,5228,3236,4,0,0,0,4eb32e7eda182e8ef30deec466a1de00,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),MARKHAM,60426,10,9,9,0,0,0,2,730,0,0,730,2,0,0,0,47629d027dac79417fdccdaa4ed46995,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),MOUNT PROSPECT,60056,8,8,8,0,0,0,3,11512,0,9252,2260,3,0,0,0,a24f4434e57fb1f21ecaec865a192605,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),OAK PARK,60302,17,17,17,0,0,0,5,25700,0,22887,2813,4,1,0,0,d8339d7f4e605c6a04f6998e42a41169,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),POSEN,60469,27,25,25,0,0,0,7,19712,0,8258,11454,7,0,0,0,3ef67e53d52ad4a3fdba19d686fe0eaa,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),ROLLING MEADOWS,60008,2,2,2,0,0,0,2,6257,0,1788,4469,2,0,0,0,dc92b6a37602b64ddfa43af2983566c4,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),SOUTH CHICAGO HEIGHTS,60411,10,9,9,0,0,0,6,19113,0,14252,4861,6,0,0,0,5a6d84f0b5963b32b91ee01c2602e2c7,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),UNIVERSITY PARK,60466,28,27,27,0,0,0,10,37204,0,29859,7345,9,1,0,0,36e2f239a124b47517ba3dee8e3cd7b6,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),BERWYN,60402,12,10,10,0,0,0,2,2954,0,2454,500,2,0,0,0,50a133974b0441d043b0dd21981b044a,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),CALUMET PARK,60827,99,92,92,0,0,0,25,46416,3339,29872,13205,24,1,0,0,6b017b28482bdc88d5191b1dbb4fd2b0,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60617,487,470,470,0,0,0,194,475610,0,294524,181086,185,8,1,0,1c6968716a1ba9bebefd107cae1ffbaa,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60628,629,606,606,0,0,0,208,407369,2661,278302,126407,202,6,0,0,df6b0a7df9acd84dfe0167b5f390901f,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60639,58,56,56,0,0,0,24,64631,0,33184,31447,23,1,0,0,0ea17e6fd7829ffc35c3c44a42c109da,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60651,151,143,143,0,0,0,58,151200,0,52553,98647,55,3,0,0,697b21ff73f42a810f6fa0b69290b636,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO HEIGHTS,60411,257,240,240,0,0,0,104,365643,0,279990,85653,94,10,0,0,18b9a450ba6cbd46079795805704cffd,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),DOLTON,60419,437,414,414,0,0,0,142,317496,0,208040,109456,138,2,2,0,f0cfba1c34db566644e368a6097123fa,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),HAZEL CREST,60429,166,161,161,0,0,0,53,85928,0,54851,31077,52,1,0,0,cfe259e379754632684c60ed6ad65cb7,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),FORD HEIGHTS,60411,98,97,97,0,0,0,39,135834,0,98099,37735,36,3,0,0,9d71fe9e1d1c23111e0c91c0aec9eedc,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),LYNWOOD,60411,64,61,61,0,0,0,17,87176,0,66367,20809,14,2,1,0,560a34671690a4887b4eaa23c93fddcf,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),MIDLOTHIAN,60445,22,21,21,0,0,0,5,3574,0,0,3574,5,0,0,0,e18959101966ea963274b1f72afa03ac,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),OAK FOREST,60452,13,12,12,0,0,0,2,2949,0,2454,495,2,0,0,0,e3c1d366d4fb27ae44692d70b86e7352,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),PARK RIDGE,60068,33,25,25,0,0,0,11,18604,0,4242,14362,11,0,0,0,2fb2bd08ba32960bbfad06f7d8b978b2,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),RIVERSIDE,60546,24,22,22,0,0,0,14,58242,0,28096,30146,13,1,0,0,e1cf8e0eac46ef09f61966b2f231371d,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),SKOKIE,60076,60,52,52,0,0,0,15,28803,0,16401,12402,15,0,0,0,82c9405ff5fc3e1bb3a5399531ee40a1,2014-11-20T15:22:28 +00:00
1800,Severe Storm(s),IL,Cook (County),THORNTON,60476,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,9a766ae0ab13dd004b73d4497f3da860,2014-11-20T15:22:28 +00:00
4116,Flood,IL,Cook (County),BERWYN,60402,90,82,53,23,3,3,44,160280,0,90099,70181,42,2,0,0,a00331bc356569ffc673f72273531075,2015-03-02T18:42:54 +00:00
4116,Flood,IL,Cook (County),ARLINGTON HEIGHTS,60005,2,1,1,0,0,0,1,260,0,0,260,1,0,0,0,406865c64c6e62ae532aec0b186fdc10,2015-03-02T18:42:54 +00:00
4116,Flood,IL,Cook (County),BROOKFIELD,60513,42,39,14,11,4,10,25,97900,0,52549,45352,24,1,0,0,c6fd82fd9e1d61d55459dd9cd7838581,2015-03-02T18:42:54 +00:00
4116,Flood,IL,Cook (County),CALUMET CITY ,60409,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2db6ef723679236bc3d6e064c66f755a,2015-03-02T18:42:54 +00:00
4116,Flood,IL,Cook (County),BROADVIEW,60153,2,2,1,1,0,0,2,2726,0,1932,794,2,0,0,0,97410ed65527068528dd2dc98e30b626,2015-03-02T18:42:54 +00:00
4116,Flood,IL,Cook (County),BENSENVILLE,60106,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ec1e3929f554b8f75788f37f80b99e77,2015-03-02T18:42:54 +00:00
4116,Flood,IL,Cook (County),ALSIP,60803,28,23,21,2,0,0,7,7899,0,3864,4035,7,0,0,0,93b8e47360fba12a2e563ac08dd4864b,2015-03-02T18:42:54 +00:00
4116,Flood,IL,Cook (County),BURNHAM,60633,48,45,25,20,0,0,23,54224,0,36416,17808,23,0,0,0,a1e369af9b802ba2a92d087ce53e59e9,2015-03-02T18:42:54 +00:00
4116,Flood,IL,Cook (County),BROADVIEW,60155,126,119,83,22,1,13,52,172380,0,122973,49407,46,6,0,0,c771a0e0c988784927fb9080ef4e056a,2015-03-02T18:42:54 +00:00
4116,Flood,IL,Cook (County),BERKELEY,60163,44,40,26,6,1,7,18,44063,0,24978,19085,18,0,0,0,4bd8254e3492d1baca4076eba3e4420e,2015-03-02T18:42:54 +00:00
4116,Flood,IL,Cook (County),ARLINGTON HEIGHTS,60004,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,bf4e7c85dbf05286f6d250c665219e64,2015-03-02T18:42:54 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60608,54,45,29,8,1,7,24,96966,0,49598,47368,22,2,0,0,3e4be2fc54e27174bd14a7901c139c4c,2015-03-02T18:42:54 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60612,283,263,190,49,1,23,122,349872,0,229499,120373,114,7,1,0,d27393e84379a5e110cd0f677c082200,2015-03-02T18:42:54 +00:00
4116,Flood,IL,Cook (County),BARTLETT,60103,2,2,2,0,0,0,1,920,0,0,920,1,0,0,0,130e00998d39715a4a13fb47aebd1d99,2015-03-02T18:42:54 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60619,1,1409,836,487,9,77,750,2033186,0,1347723,685463,721,27,2,0,6cb42c5d9fb2c1e43a145610bcfce766,2015-03-02T18:42:54 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60622,31,28,23,4,0,1,15,22261,0,9814,12447,15,0,0,0,16a01ae181152c4c1febfba369f91005,2015-03-02T18:42:54 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60636,1,1279,814,295,7,163,641,1855681,1192,1327683,526806,606,35,0,0,8704046c5196fd702f1ec0de7c3a7a36,2015-03-02T18:42:54 +00:00
4116,Flood,IL,Cook (County),CHICAGO HEIGHTS,60411,455,432,223,161,1,47,248,713860,0,544234,169626,237,11,0,0,2232feab2ab1b5b376118ca6ea80fcd3,2015-03-02T18:42:54 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60639,280,276,138,105,4,29,188,867134,0,539317,327817,166,19,3,0,4d7e5850bffea461001a66ea017b9fbb,2015-03-02T18:42:54 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60653,253,236,161,45,0,30,126,383483,0,254683,128800,118,7,1,0,dd1f9c12fb7f32efb73a0249f282882c,2015-03-02T18:42:54 +00:00
4116,Flood,IL,Cook (County),BUFFALO GROVE,60089,1,1,1,0,0,0,1,60,0,0,60,1,0,0,0,8cecb0babb01a726c71d659573d288bf,2015-03-02T18:42:54 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60604,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,faf2d20e437614f3bdaabfd04f295699,2015-03-02T18:42:54 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60633,69,65,33,25,0,7,41,135632,0,104471,31161,38,3,0,0,6d64736f5c7345e298748f09bb41f0c8,2015-03-02T18:42:54 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60646,13,12,9,2,0,1,6,28069,0,14365,13704,5,1,0,0,e73635783eb22fa0006d75a44700a907,2015-03-02T18:42:54 +00:00
4116,Flood,IL,Cook (County),DIXMOOR,60426,57,52,34,11,1,6,29,78443,0,48838,29605,28,1,0,0,90f05271ae424f3d313d4cd5931e8258,2015-03-02T18:42:54 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60625,54,48,28,11,2,7,29,153105,0,40739,112366,22,7,0,0,06b624cdac0f4e536f844e0afd232f6f,2015-03-02T18:42:54 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60654,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9298cdcdb19bc42b3bc68b703cc44667,2015-03-02T18:42:54 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60615,158,141,86,47,0,8,68,193346,0,129888,63458,64,4,0,0,0476608631d979451af15ea24e876cfe,2015-03-02T18:42:54 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60642,12,12,12,0,0,0,3,1838,0,0,1838,3,0,0,0,7b1168371a80db20dc98a2e2a8953789,2015-03-02T18:42:54 +00:00
4116,Flood,IL,Cook (County),EVANSTON,60201,43,40,24,9,0,7,21,58802,0,38469,20333,21,0,0,0,31723b489f0a07c8b6c645bcd86b4e09,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),CALUMET CITY,60409,745,715,452,200,3,60,381,1037851,0,767499,270352,369,10,2,0,47549d53d3afdaa1f9dca68b024eae32,2015-03-02T18:42:54 +00:00
4116,Flood,IL,Cook (County),BLUE ISLAND,60406,131,109,93,16,0,0,47,70081,0,33014,37067,47,0,0,0,3d85358486a406d8de9e5667e83712cc,2015-03-02T18:42:54 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60624,803,781,465,242,7,67,413,1592944,0,1054889,538055,374,37,2,0,f5d6f2aff6d5d492ee7830d11176fdc9,2015-03-02T18:42:54 +00:00
4116,Flood,IL,Cook (County),HOMETOWN,60456,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7ed66920fc10208491e4c87511c5de8c,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),EVANSTON,60202,25,20,16,4,0,0,6,7562,0,1630,5932,6,0,0,0,5fa0b195ca88ecd575319d5fb4382135,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60614,4,3,3,0,0,0,2,2048,0,0,2048,2,0,0,0,91d9dfeb151b72304f818c44b6899f95,2015-03-02T18:42:54 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60617,952,914,623,246,4,41,407,1000512,0,663851,336661,393,14,0,0,0970a963eb839f34e8bb8dbdfa26ff02,2015-03-02T18:42:54 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60630,36,32,19,6,0,7,14,43206,0,20112,23094,14,0,0,0,327a232e7b04d71f29e92a9b15d57484,2015-03-02T18:42:54 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60660,8,8,7,1,0,0,1,3701,0,2872,829,1,0,0,0,23fb576878e87c2eed64eba39337e3b9,2015-03-02T18:42:54 +00:00
4116,Flood,IL,Cook (County),BRIDGEVIEW,60455,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7cc9e015777889352302dfe33c683fde,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),FRANKLIN PARK,60131,17,14,6,4,1,3,12,33929,0,14796,19133,12,0,0,0,db4fe137dbc879ab8f1150ed677af40e,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),CHICAGO HTS,60411,9,9,3,6,0,0,8,23115,0,20936,2179,8,0,0,0,15e4daefc8ad88f7681df6917d519a00,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),GLENCOE,60022,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,26296cbd8b53c0e978997f1077ddc3f2,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60626,40,35,25,9,0,1,20,26045,0,11820,14225,20,0,0,0,3b2d4007ef6d7481421a95daffe160f3,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),CALUMET PARK,60827,143,137,84,38,0,15,74,227886,0,153555,74331,68,6,0,0,c891eba10f5f53bb5e28b434beff4b9c,2015-03-02T18:42:54 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60631,30,19,11,3,1,4,13,27279,0,8184,19095,13,0,0,0,f32b395765ff9ca631fd17434a25ab33,2015-03-02T18:42:54 +00:00
4116,Flood,IL,Cook (County),BURBANK,60459,15,15,10,1,0,4,5,18669,0,6434,12235,5,0,0,0,7a7eea24cc7baa02c2e4ed6cc301b59b,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),HANOVER PARK,60133,11,10,7,2,0,1,3,4942,0,2462,2480,3,0,0,0,3e0fcca48eba474a5237c62dca0860c4,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),CRESTWOOD,60445,3,3,3,0,0,0,1,4830,0,4830,0,1,0,0,0,4efdf834607d28230f0325fbf114bfad,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60616,25,21,17,2,0,2,9,20769,0,5192,15577,9,0,0,0,41b4082c87dc90ff8e2a64036257df9d,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),LEMONT,60439,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,de1a90487a4dcf258f3846cde7d32b5b,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60609,512,492,333,117,0,42,278,674568,715,411641,262212,268,10,0,0,77caeb7a3310f0633a6bb4c241d9e3fe,2015-03-02T18:42:54 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60637,583,538,389,120,4,25,277,625897,1277,414470,210150,268,6,3,1,4b2b33a31387dcdd1ad066f14e1269fa,2015-03-02T18:42:54 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60290,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152dff31d581ec1ac90c72cc7c3141ee,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),HARWOOD HTS,60706,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,20e2524288b4f2d185d5db1f6d0968bd,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60628,2,2129,1227,806,5,91,1120,2742620,0,2038178,704441,1,36,1,0,537f05a2b13edb19370d73626ba9cd03,2015-03-02T18:42:54 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60641,32,26,15,6,0,5,19,76487,0,46668,29819,17,2,0,0,55018f84b7664ccba0fba3f1529f2583,2015-03-02T18:42:54 +00:00
4116,Flood,IL,Cook (County),COUNTRYSIDE,60525,8,8,4,4,0,0,8,24732,0,4890,19842,8,0,0,0,13d19ab7f318784fcde4c0be9f543b4a,2015-03-02T18:42:54 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60620,1,1673,1178,428,9,58,815,1909758,0,1252985,656773,786,24,5,0,bdfb420bbfbc88bcfea92f545a5b5889,2015-03-02T18:42:54 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60647,48,42,22,14,1,5,26,106931,0,51666,55265,23,3,0,0,c96d22c369e60a677d172516f311cf85,2015-03-02T18:42:54 +00:00
4116,Flood,IL,Cook (County),DOLTON,60419,632,598,375,164,4,55,265,688655,0,504968,183687,256,9,0,0,d5b26dd11000a5b93d59c48fce7148d5,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60610,16,9,8,0,0,1,2,14069,0,2872,11197,2,0,0,0,89f3dbbe45059fc9c8ba2b9859ac53bd,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),HOMEWOOD,60430,61,59,25,21,2,11,36,106200,0,83561,22639,35,1,0,0,b2d89ead086ede5bda82a61fc7235147,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60638,62,58,36,16,0,6,29,81786,0,59692,22094,28,1,0,0,dfad3e9f57411974f3ce09adf1c977d3,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60643,896,861,511,328,5,17,466,1134805,5019,831959,297828,452,14,0,0,f2d2f7c8c1e54aa112d54c423b66f4ec,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),DES PLAINES,60016,161,144,58,66,7,13,100,327953,0,196869,131084,97,3,0,0,dffdecd8dcd6f9e09afc78c6979729b6,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),MELROSE PARK,60160,118,115,65,27,0,23,73,170731,0,52470,118261,73,0,0,0,cc2cb033cf353824d1a6f52cb77bf717,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60655,12,9,5,3,0,1,3,4864,0,4804,60,3,0,0,0,028a4edcc9d4bd5a783ef80464a0e3e8,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),EVANSTON,60203,3,2,1,1,0,0,1,3302,0,3302,0,1,0,0,0,72a5a96b72aeb63b963803568e2fde4b,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),BELLWOOD,60104,509,469,210,132,8,119,323,1214859,0,668141,546718,305,17,1,0,8c2801a666ee4f0bdb4a2028380021f2,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),EVERGREEN PK,60805,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,36768d83d914b4e41bcdbec1f75c0468,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60661,2,0,0,0,0,0,1,4965,0,0,4965,1,0,0,0,4d13d4ac8ce50277fe9ccec5784adea7,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),FLOSSMOOR,60422,26,25,7,8,1,9,16,68902,0,57731,11171,14,2,0,0,0d3d717c8c689d3811b5028203ed331c,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60621,963,917,610,260,6,41,465,1230866,0,832784,398082,440,24,1,0,32aec38fb69ad8da5dcec93001ecb9c2,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),MARKHAM,60428,232,226,152,55,4,15,100,298197,0,236552,61645,95,5,0,0,ba2dce434910e146d073fe51ae9ac2fe,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60649,454,416,356,53,3,4,122,297884,0,213623,84261,113,8,1,0,48f49c5bf4d2abe6d650d7dbab268977,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),HARVEY,60426,873,851,560,222,12,57,448,1026792,0,744917,281876,436,11,1,0,d952d71d1b2577d1a776a86aef655e01,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),HAZEL CREST,60429,264,249,141,75,2,31,135,448312,0,356055,92257,124,11,0,0,6a87e3a9db4144f2bfac35fbe9206af6,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60632,87,80,49,17,0,14,39,159355,0,95742,63613,36,3,0,0,6b5f44c016249dbbda245234113002f8,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60666,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7e62f0e0536125067bc2bada67ab3b60,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),FORD HEIGHTS,60411,71,70,35,29,1,5,40,116137,0,92827,23310,38,2,0,0,cdfaa4af08e66f71825f38cbbd82df86,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),ELGIN,60120,10,10,9,1,0,0,1,185,0,0,185,1,0,0,0,a7a30b3bcd2d5e404a93f94035a94621,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),CHICAGO RIDGE,60415,4,4,4,0,0,0,3,3065,0,0,3065,3,0,0,0,560f4f06008a2eac7394dc7ac3bc18e0,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),GLENVIEW,60025,12,11,7,1,1,2,3,2531,0,1932,599,3,0,0,0,a676ecaa8a441cb1a43d0f0481ae2a5b,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),LANSING,60438,175,157,107,27,0,23,76,164805,0,84481,80325,75,1,0,0,e584babb6283d0c729a0fdc0ed356797,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),MARKHAM,60426,10,10,5,4,0,1,5,8086,0,7956,130,5,0,0,0,543b2c1ca738d550ea4812d40c1ea314,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),MC COOK,60525,1,0,0,0,0,0,1,620,0,0,620,1,0,0,0,f5a2d553556e8011cf590969a4162d5c,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),MOUNT PROSPECT,60056,9,7,4,3,0,0,2,4674,0,1932,2742,2,0,0,0,6e2374c2f362bf07a7fa23431073a54f,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),NORTHFIELD,60093,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,db06fbd9130ff04b3c588e570a119554,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),OAK PARK,60302,20,19,17,2,0,0,7,18487,0,9078,9409,7,0,0,0,21f5b309b4b2d80e18b458e478aec3e5,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),ORLAND PARK,60467,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,335d0c9e1ef6bc847429fee185da8cc0,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),HARVEY,60428,2,1,1,0,0,0,1,3284,0,0,3284,1,0,0,0,698efba0aba3f039e27bc09aaf0c9029,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),HICKORY HILLS,60457,7,5,5,0,0,0,2,3074,0,0,3074,2,0,0,0,d987fa90d87ee1ea4f08930e35a2d60b,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),JUSTICE,60458,33,22,22,0,0,0,7,5017,0,0,5017,7,0,0,0,21247265c85c2344800279c02354ba73,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),LINCOLNWOOD,60712,28,28,15,6,0,7,13,28824,0,21006,7818,13,0,0,0,1b5f7bf0ddf6769d6855e564e318054b,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),MATTESON,60443,85,83,43,33,2,5,43,107327,0,87978,19349,43,0,0,0,18ed12f8e6b9d741f02786603282e393,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),MELROSE PARK,60164,21,20,13,5,0,2,12,19962,0,6132,13830,12,0,0,0,5ce2c58cd5ad3dbeb0dcb8b7a70a32f8,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),NILES,60714,29,20,14,4,1,1,8,9225,0,6132,3093,8,0,0,0,329fc194132fd5ccafbcd9b81379bfe0,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),PARK RIDGE,60068,39,25,15,6,0,4,10,27315,0,9284,18031,10,0,0,0,3f799c0d536c234ab62c884513f21f08,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),RICHTON PARK,60471,126,118,86,28,2,2,38,94230,0,76050,18180,38,0,0,0,7644b568d34288526959e3fda6ff389c,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),ROBBINS,60472,93,90,60,25,4,1,47,113651,0,79181,34470,46,1,0,0,d90fc77bc078029b439e76fe325d1ce3,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),SCHAUMBURG,60173,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,d08ccc194f56f33e0d6bd0867d6e16c6,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),SKOKIE,60076,87,68,45,16,0,7,33,86064,0,27270,58794,33,0,0,0,d3aa0d64a521a1a852fd34a2ea676bbb,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),PALATINE,60074,3,2,2,0,0,0,1,300,0,0,300,1,0,0,0,2eb7056f4640b4dd4483c424ef748ee7,2015-03-02T18:42:55 +00:00
