Created Date,60601,60602,60603,60604,60605,60606,60607,60608,60609,60610,60611,60612,60613,60614,60615,60616,60617,60618,60619,60620,60621,60622,60623,60624,60625,60626,60628,60629,60630,60631,60632,60633,60634,60636,60637,60638,60639,60640,60641,60642,60643,60644,60645,60646,60647,60649,60651,60652,60653,60654,60655,60656,60657,60659,60660,60661,60666,60707,60827
2000-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2000-01-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
2000-01-03,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,3,1,3,1,2,1,2,1,0,0,2,5,1,0,1,0,3,0,2,0,0,0,1,1,2,1,1,0,1,1,4,4,0,0,0,0,4,1,1,0,0,1,0
2000-01-04,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,5,6,3,0,0,0,0,1,1,2,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0
2000-01-05,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,1,1,0,1,2,0,1,0,0,0,1,1,0,0,1,0,2,1,2,0,1,0,0,1,1,2,0,0,2,1,0,1,2,0,2,0,0,0,1,0,0,2,0
2000-01-06,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,1,0,1,2,1,0,0,0,0,1,1,3,0,0,0,0,0,1,0,5,1,0,0,1,1,1,0,0,0,1,1,2,0,0,0,0,0,0,0,2,0,0,0,0
2000-01-07,0,0,0,0,0,0,0,1,2,0,0,0,1,0,2,0,0,1,0,1,0,2,0,0,0,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2000-01-08,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2000-01-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-01-10,0,0,0,0,0,0,2,0,4,0,0,1,0,0,0,0,4,0,2,2,0,0,0,0,0,1,3,2,1,0,4,0,0,1,1,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2000-01-11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,2,0,0,1,4,0,1,0,4,1,2,1,1,0,0,1,0,2,1,0,0,0,2,1,2,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0
2000-01-12,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,3,2,1,1,0,1,1,0,2,0,4,0,0,0,1,0,1,0,1,0,2,0,0,0,0,0,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2000-01-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,2,0,1,1,0,0,0,0,0,0,0,0,0
2000-01-14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2000-01-15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-01-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-01-17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2000-01-18,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,3,3,0,0,1,1,0,0,5,0,1,0,1,0,1,1,0,1,1,0,0,1,3,0,0,1,0,0,3,0,2,0,0,0,0,0,1,0,0,0,0
2000-01-19,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2000-01-20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2000-01-21,0,0,0,0,0,0,0,1,3,0,0,0,1,1,0,0,1,0,0,1,0,2,0,0,1,0,2,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0
2000-01-22,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2000-01-23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-01-24,0,0,0,0,0,0,0,1,2,1,1,1,0,0,1,3,1,0,0,1,0,1,0,0,2,1,2,1,1,0,0,0,1,0,0,3,1,1,0,0,2,0,0,0,2,1,2,0,0,0,0,0,1,0,1,0,0,0,0
2000-01-25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,2,1,0,1,0,0,2,0,4,2,0,0,1,0,1,3,1,0,2,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-01-26,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,3,0,0,1,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2000-01-27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2000-01-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-01-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000-01-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-01-31,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,1,2,0,3,0,0,1,1,0,0,0,2,1,0,0,0,0,2,1,0,2,1,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0
2000-02-01,0,0,0,0,0,0,0,1,0,0,1,2,0,0,1,0,3,2,0,0,0,3,0,2,1,0,3,4,0,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-02-02,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,3,1,1,2,1,1,1,0,0,3,3,0,0,1,1,0,0,1,1,2,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0
2000-02-03,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,2,1,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2000-02-04,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,2,0,1,0,0,1,2,0,0,0,0,1,0,1,0,0,0,1,0,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2000-02-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-02-06,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-02-07,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,2,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,3,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0
2000-02-08,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,4,0,0,0,1,0,0,2,0,0,1,0,0,1,0,2,0,2,0,0,0,2,0,0,0,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0
2000-02-09,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,2,1,1,2,1,1,1,2,1,0,0,2,0,0,1,1,0,4,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2000-02-10,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0,0,2,0,0,1,0,3,0,1,0,0,0,0,3,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
2000-02-11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-02-12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-02-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0
2000-02-14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,1,0,0,1,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0
2000-02-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,2,0,1,0,0,0,5,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
2000-02-16,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,2,3,0,0,0,0,0,0,1,0,0,1,0,0,1,2,1,0,1,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2000-02-17,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,2,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2000-02-18,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,4,1,2,0,0,0,0,0,2,3,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2000-02-19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-02-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-02-21,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3,1,0,1,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-02-22,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,4,1,3,3,0,1,4,2,1,1,11,2,1,0,1,0,4,1,1,2,0,1,4,1,5,0,0,0,1,0,2,2,0,0,0,0,1,0,2,0,0,1,0
2000-02-23,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,4,0,3,2,1,1,0,1,2,0,3,4,0,1,3,1,1,1,0,3,2,0,2,0,5,1,1,1,1,1,1,5,0,0,0,0,1,0,0,0,0,3,0
2000-02-24,0,0,0,0,0,0,1,0,2,0,1,1,0,1,0,0,12,2,4,4,2,3,2,2,2,0,13,5,6,3,3,0,2,5,1,3,5,0,7,2,15,1,1,2,1,1,4,2,1,2,0,2,0,1,0,0,0,0,1
2000-02-25,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,1,9,2,6,6,1,1,0,3,3,0,6,4,3,0,2,0,3,0,1,1,3,1,3,0,7,1,0,0,4,4,7,7,0,0,1,2,1,2,0,0,0,1,0
2000-02-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2000-02-27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,2,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2000-02-28,2,0,0,0,1,0,1,1,2,0,1,1,0,0,1,1,5,0,3,3,3,1,2,0,4,0,5,2,1,1,1,0,4,0,1,2,2,1,1,2,5,1,0,3,0,3,2,1,0,1,1,2,0,0,1,0,0,0,1
2000-02-29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,2,1,1,2,5,1,0,1,2,3,0,2,0,0,1,1,0,0,1,0,2,0,4,0,1,1,2,1,0,1,1,0,0,0,0,1,1,0,0,1,0
2000-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,2,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,4,0,0,0,0,0
2000-03-02,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6,1,0,0,0,0,1,2,0,1,1,1,0,0,2,1,0,0,1,1,0,0,0,0,0,2,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2000-03-03,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,3,1,0,2,0,0,0,0,0,0,2,2,1,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,1,1,2,0,0,0,0,1,1,0,0,0,0,1,0
2000-03-04,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2000-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2000-03-07,0,0,0,1,0,0,1,0,1,0,0,0,1,2,0,0,3,0,1,2,3,2,2,2,0,0,2,0,0,0,1,2,0,0,1,0,2,0,1,0,0,1,0,0,1,2,2,1,0,0,0,0,1,0,0,0,0,0,0
2000-03-08,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,2,1,0,1,2,1,1,0,0,2,1,2,0,1,0,0,0,7,4,0,0,3,2,0,0,0,1,2,2,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2000-03-09,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,3,0,3,1,1,0,0,0,2,2,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
2000-03-10,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,2,1,2,1,0,0,0,3,0,0,1,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2000-03-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-03-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-03-13,0,0,0,0,0,0,0,1,3,1,0,1,0,0,1,1,1,1,3,1,1,0,0,0,1,0,6,1,1,0,0,0,0,2,1,1,0,1,0,0,3,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1
2000-03-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0,2,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2000-03-15,0,0,0,0,0,0,1,1,0,0,0,1,0,1,2,0,0,2,0,3,0,2,0,0,0,2,4,0,1,1,0,0,4,0,1,1,3,1,1,0,1,3,1,3,0,0,2,1,0,0,0,0,1,1,1,0,0,2,0
2000-03-16,0,0,0,0,1,0,3,1,0,0,1,1,0,0,0,0,3,0,1,0,0,2,0,0,2,0,1,0,0,1,0,1,1,0,2,0,1,0,1,1,0,2,0,1,1,0,3,0,1,1,0,2,0,1,0,0,0,1,0
2000-03-17,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,2,2,1,2,0,2,0,0,0,3,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
