Created Date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
2002-05-13,2,2,4,0,4,8,10,7,9,8,1,3,2,2,1,7,14,5,12,6,10,0,5,5,0,0,2,3,6,1,3,1,0,22,5,2,9,4,2,4,5,0,1,0,4,0,1,0,1,6
2002-05-14,0,0,0,0,1,1,6,2,3,0,2,0,2,0,2,3,2,1,2,2,2,2,1,3,1,0,0,3,2,0,2,0,4,2,1,2,3,1,4,0,1,1,0,0,1,1,2,0,1,1
2002-05-15,0,0,1,1,0,3,2,1,3,1,0,1,0,3,0,2,0,0,1,0,1,0,1,0,1,2,3,2,1,0,0,0,0,6,1,1,4,1,0,0,0,0,0,0,0,0,1,0,1,0
2002-05-16,10,0,3,1,2,3,5,6,16,5,1,2,5,0,2,10,6,6,4,2,9,2,2,6,1,4,7,5,12,5,8,4,9,13,12,12,19,14,11,6,22,1,3,3,14,1,3,4,2,7
2002-05-17,2,0,3,0,1,2,6,3,10,0,1,0,1,1,2,3,3,5,0,2,2,1,1,0,0,0,0,1,6,2,1,0,6,9,8,5,5,8,2,0,3,0,1,0,2,1,0,0,0,2
2002-05-18,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-05-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-05-20,2,0,0,0,1,2,0,0,0,0,1,0,0,0,0,2,3,1,0,1,5,2,0,0,2,0,1,0,2,0,0,1,3,2,0,0,1,2,0,1,1,1,0,1,1,0,0,0,0,1
2002-05-21,0,0,2,0,2,3,0,2,1,1,1,0,1,1,2,0,4,0,1,0,2,0,0,0,2,0,0,0,0,0,5,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,1,0
2002-05-22,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,0,2,0,0,2,0,0,1,3,1,1,2,2,0,1,1,0,1,2,3,2,1,0,1
2002-05-23,1,1,0,0,2,0,0,1,2,1,1,0,1,0,0,0,1,2,1,3,0,2,2,0,0,1,0,0,0,2,1,0,2,2,0,0,1,2,1,1,0,0,1,1,1,1,1,3,0,3
2002-05-24,1,1,0,0,0,2,2,3,2,0,0,0,1,0,0,0,1,5,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,5,0,0,2,1,0,1,1,0,1,0,1,0,0,0,0,0
2002-05-25,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,3,0,0,0,0,2,1,0,1,0,1,0,0,0,1,0,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2002-05-26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-05-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-05-28,0,1,0,0,2,2,1,1,0,1,0,0,0,0,0,3,3,3,0,1,3,1,1,1,0,2,1,0,1,2,1,2,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0
2002-05-29,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,2,2,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,2,2,0,1,0,1,0,1,1,0,1
2002-05-30,0,0,1,0,0,0,2,0,0,0,1,1,0,0,2,0,1,1,2,0,1,0,1,1,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2002-05-31,0,1,0,0,1,2,0,1,2,0,0,1,0,0,0,2,1,2,0,0,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,0,2,0,1,0
2002-06-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-06-02,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2002-06-03,1,0,0,1,1,3,1,2,1,1,0,1,0,0,2,1,4,2,0,2,0,0,2,0,1,0,0,2,1,1,0,0,1,4,0,0,0,0,1,1,0,1,1,0,1,0,2,1,3,0
2002-06-04,15,4,1,0,4,5,1,9,5,2,4,2,2,3,3,6,8,2,3,2,11,6,5,19,1,10,11,18,32,12,15,9,23,6,14,17,38,36,37,20,55,0,1,8,27,34,28,8,14,27
2002-06-05,0,0,0,0,1,3,0,4,0,0,0,0,0,0,0,1,0,1,1,2,1,1,0,4,3,2,1,1,5,0,0,2,3,4,1,4,8,9,5,2,7,0,1,1,4,1,6,2,2,5
2002-06-06,3,1,0,0,0,1,2,1,3,1,0,1,0,0,0,0,3,2,0,2,3,0,0,1,0,1,0,1,2,0,1,0,2,4,2,1,2,1,3,2,2,2,3,2,5,1,1,2,0,2
2002-06-07,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,3,2,2,1,0,0,0,1,0,0,0,0,0,2,2,0,0,1,0,0,1,0,0,0,2,0,1,0,0,0,0
2002-06-08,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2002-06-09,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2002-06-10,6,4,5,5,1,16,6,3,9,4,24,24,27,25,22,45,19,39,2,14,11,51,31,34,17,7,18,12,10,2,8,6,4,9,2,7,6,7,13,14,17,2,15,16,8,1,6,6,6,17
2002-06-11,6,1,4,3,5,4,5,3,8,1,9,11,7,10,8,11,15,5,3,6,5,18,12,9,7,7,4,9,7,2,11,4,12,6,2,7,7,11,9,5,7,1,1,6,5,1,7,0,1,12
2002-06-12,1,1,1,3,2,0,1,4,2,1,1,2,1,1,2,1,2,5,1,3,2,3,1,0,2,2,4,1,5,3,1,0,3,4,0,5,4,1,4,0,1,0,0,0,3,1,2,0,0,4
2002-06-13,3,2,0,0,4,2,2,0,2,2,6,1,1,1,0,0,1,0,2,2,3,1,1,1,4,1,1,0,4,1,2,3,2,4,0,3,1,0,2,3,0,0,1,1,1,1,2,2,0,1
2002-06-14,2,1,1,1,0,3,0,4,7,6,0,2,3,2,3,4,6,2,14,0,5,4,5,1,1,2,0,4,5,6,7,3,3,22,6,10,4,18,3,5,4,0,2,1,8,1,0,0,2,4
2002-06-15,2,0,0,0,0,2,0,2,0,0,0,0,0,0,1,3,1,2,7,0,2,0,1,0,0,1,0,0,2,1,2,1,1,5,1,0,1,3,0,1,0,0,0,2,2,0,0,0,0,0
2002-06-16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,2,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2002-06-17,4,0,2,0,0,3,4,0,5,1,0,1,2,3,0,2,0,2,1,3,6,0,0,0,0,0,3,1,0,0,3,2,0,2,0,0,0,0,4,0,0,0,0,0,2,0,1,0,0,0
2002-06-18,4,0,0,0,0,0,0,1,5,0,0,0,0,1,2,1,1,1,0,1,2,0,0,0,1,0,0,1,2,2,1,3,0,2,0,3,0,4,0,1,1,1,2,3,2,1,0,1,0,1
2002-06-19,0,0,1,0,1,0,0,3,1,0,0,0,2,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2002-06-20,1,0,1,0,0,1,1,3,1,2,1,1,0,0,0,0,2,0,0,0,3,1,3,0,2,0,1,0,5,0,2,0,0,2,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
2002-06-21,1,1,0,0,1,0,2,1,2,2,2,1,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,1,2,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,1
2002-06-22,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-06-23,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,5,1,0,2,1,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-06-24,2,1,0,0,3,3,0,0,2,1,0,1,0,0,0,1,1,1,0,3,3,0,1,0,1,5,3,1,0,1,0,0,0,2,2,1,1,0,0,0,1,0,0,0,2,0,0,0,0,1
2002-06-25,1,0,0,0,0,1,11,2,17,4,1,0,0,0,0,2,1,1,2,1,5,2,2,1,0,1,1,1,1,5,3,1,27,5,28,5,5,25,40,42,1,0,0,4,23,5,15,6,2,15
2002-06-26,2,0,1,1,2,3,3,3,3,3,0,1,0,1,2,3,6,1,1,3,2,3,1,0,0,1,1,0,0,0,0,0,0,3,0,0,2,1,2,1,0,1,0,0,7,0,5,0,1,1
2002-06-27,1,0,1,0,2,0,3,3,0,3,2,0,1,1,0,2,3,1,0,1,3,3,0,0,0,0,1,0,1,1,1,1,0,5,0,1,2,4,11,5,1,0,1,0,0,0,0,0,0,0
2002-06-28,0,0,0,1,1,0,1,1,1,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,1,2,0,1,0,0,0,1,2,2,0,0,0,3,1,1,0,0,2,1,3,1,0,0,0
2002-06-29,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2002-06-30,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-07-01,3,1,0,1,1,0,2,1,4,1,1,2,1,2,1,3,1,0,0,0,1,4,1,1,1,5,1,1,0,5,0,0,0,2,5,1,3,0,1,0,2,0,0,1,0,0,0,0,0,1
2002-07-02,1,0,1,1,1,0,0,1,3,1,2,4,1,2,1,1,2,0,0,2,1,3,0,1,5,14,1,1,1,0,3,0,0,1,4,2,3,1,0,0,0,0,1,0,0,0,1,0,0,0
2002-07-03,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,3,2,1,1,0,0,1,1,2,1,0,0,1,1,0,0,0,1,2,2,0,1,0,2,0,0,0,0,0,1,0,2,1,0,0
2002-07-04,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-07-05,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,3,0,2,0,0,0,0,0,0,0,1,0,1,0,2,0,0,2,0,0,0,0,1,0,0,0
2002-07-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-07-07,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-07-08,1,0,1,0,0,1,1,1,2,0,0,2,1,1,0,1,1,0,0,1,0,2,1,0,2,2,0,1,0,0,0,0,1,2,1,0,2,3,0,0,0,0,0,3,0,0,0,0,0,0
2002-07-09,2,0,3,0,1,0,0,1,2,0,0,2,1,3,5,5,2,3,1,1,0,5,8,4,2,5,5,7,9,3,3,5,3,1,7,5,10,7,7,6,1,0,2,1,2,2,3,3,0,1
2002-07-10,1,0,2,1,0,1,1,5,2,0,0,1,1,1,0,0,4,1,1,1,1,1,1,1,0,1,2,2,3,2,1,1,0,2,2,1,2,0,2,0,2,0,1,0,2,0,1,0,1,1
2002-07-11,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,1,0,0,1
2002-07-12,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,1,2,0,1,0,2,0,0,0
2002-07-13,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2002-07-14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2002-07-15,2,0,0,0,0,4,0,1,0,0,2,0,0,0,0,0,1,0,2,0,1,0,0,1,0,3,2,1,0,1,1,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0
2002-07-16,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,1,0,0,1,1,2,0,0,3,0,1,0,0,0,0,0,0,0,1,0
2002-07-17,1,1,1,1,2,0,2,0,0,0,0,1,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,1,3,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,2,0,0,0
2002-07-18,1,0,3,0,1,2,1,0,0,2,0,2,1,1,0,0,0,1,1,0,2,3,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
2002-07-19,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,1,0,0,2,0,6,2,0,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,1,0,0,0,2,0,1,1
2002-07-20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2002-07-21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-07-22,2,0,0,0,0,2,4,4,1,2,1,0,1,1,0,2,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,5,0,1,0,1,0,0,0,0,0,0,0,0,1
2002-07-23,1,0,0,1,0,0,0,3,0,0,0,0,1,2,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,3,0,0,5,1,3,0,1,0,0,1,1,0,1,0,2,2
2002-07-24,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2002-07-25,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2002-07-26,0,0,0,0,0,2,2,0,1,0,0,2,1,0,0,1,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,1,1,5,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0
2002-07-27,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2002-07-28,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-07-29,1,0,0,0,0,1,6,2,1,1,0,0,2,1,0,1,0,1,2,0,1,1,0,0,0,0,2,0,1,0,0,0,0,4,1,0,2,1,0,1,2,1,1,0,2,0,0,0,0,0
2002-07-30,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
2002-07-31,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
2002-08-01,1,0,0,1,1,0,3,2,1,1,0,0,0,0,0,1,0,0,0,1,3,0,0,1,1,2,1,1,0,0,0,0,1,6,0,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0
2002-08-02,1,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0
2002-08-03,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-08-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-08-05,0,0,0,0,0,0,2,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
2002-08-06,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2002-08-07,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,1,0,2,0,0,1,0,0,0,4,0
2002-08-08,1,2,0,0,0,1,2,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,3
2002-08-09,1,1,1,0,2,0,0,4,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-08-10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2002-08-11,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2002-08-12,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
2002-08-13,1,0,0,0,0,1,1,0,1,1,0,0,3,2,1,0,0,2,1,1,1,0,8,1,0,0,1,0,2,1,0,0,1,1,2,8,2,12,8,3,8,0,0,2,8,0,3,2,3,7
2002-08-14,2,1,0,0,1,0,3,0,1,0,0,1,2,0,6,3,3,1,0,5,2,0,2,0,0,0,0,0,1,1,1,0,1,1,2,5,1,4,2,2,4,0,0,0,4,0,1,0,3,2
2002-08-15,0,0,0,0,1,0,4,1,0,0,0,0,0,2,0,0,2,3,0,1,3,0,0,1,0,0,0,0,3,0,0,0,0,3,0,1,0,0,5,1,0,0,0,0,1,1,1,0,2,0
2002-08-16,0,1,1,0,0,0,1,0,2,2,1,0,0,0,0,2,3,0,0,1,1,0,0,1,1,0,2,0,1,2,0,1,0,4,1,0,0,3,1,0,2,0,1,2,2,0,1,0,4,3
2002-08-17,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2002-08-18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2002-08-19,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,2,3,2,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,6,0,2,3,0,7,0,1,2,0,0,3,0,4,1,1,2
2002-08-20,1,1,0,0,0,2,1,1,0,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2
2002-08-21,0,1,0,0,2,1,1,0,0,1,0,0,0,1,0,3,2,0,1,2,0,2,0,0,0,1,0,1,3,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
2002-08-22,41,11,13,5,12,28,16,21,21,10,16,31,20,18,11,13,15,26,9,18,20,33,17,29,15,32,36,77,52,18,14,26,15,15,23,22,78,41,35,23,68,7,14,11,21,1,21,8,12,26
2002-08-23,4,1,4,1,5,7,1,5,2,0,4,4,3,5,1,11,4,4,0,4,7,6,6,5,1,7,3,8,9,0,3,1,5,7,2,4,4,0,6,8,8,1,1,0,2,1,2,0,0,1
2002-08-24,0,1,0,0,1,0,0,1,3,0,2,0,0,0,1,0,1,1,1,0,0,1,0,1,0,2,4,1,3,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,1
2002-08-25,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1
2002-08-26,0,0,1,1,0,2,0,1,3,0,0,1,0,4,0,2,0,1,0,1,0,5,1,5,0,1,3,4,2,1,0,0,1,0,0,1,2,0,0,0,1,2,0,0,0,0,0,0,1,1
2002-08-27,0,0,0,1,0,1,0,1,3,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,3,3,1,1,0,0,0,0,1,0,1,0,0,0,4,1,0,1,0,0,0,0,0,1
2002-08-28,1,0,0,1,2,0,2,2,0,0,2,0,3,0,1,3,1,4,1,1,2,0,0,0,0,0,1,0,3,0,0,0,0,1,0,1,0,0,1,1,0,2,0,0,1,0,1,0,1,0
2002-08-29,1,3,3,1,4,1,1,2,4,1,0,0,0,1,1,4,1,0,0,1,1,0,0,1,0,0,0,2,0,0,1,1,5,0,0,1,2,1,3,1,1,0,5,1,1,0,3,0,0,1
2002-08-30,0,4,0,0,0,2,0,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,3,1,0,0,1,0,1,0,0,0,0,23
2002-08-31,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2002-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
2002-09-02,6,3,2,3,7,6,11,16,0,4,4,0,3,3,1,7,4,2,1,7,2,3,0,8,2,3,6,6,19,3,3,6,3,7,5,7,13,6,2,0,2,0,2,0,1,0,3,2,0,3
2002-09-03,2,2,2,0,0,4,0,2,0,0,0,1,0,0,0,1,2,1,1,1,0,0,2,0,0,1,1,1,2,1,3,4,0,4,0,4,1,4,0,0,0,0,0,0,2,0,2,0,0,1
2002-09-04,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,3,2,1,0,1,3,0,1,2,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0
2002-09-05,1,1,2,0,0,0,0,2,1,0,1,0,0,0,0,0,2,2,1,1,0,0,0,0,0,1,0,0,1,1,0,4,4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
2002-09-06,0,0,1,0,0,1,1,0,0,0,3,1,0,0,2,0,1,0,0,1,2,1,1,1,0,2,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,2,0
2002-09-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2002-09-08,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2002-09-09,1,0,2,1,1,3,1,0,3,1,0,0,0,1,3,1,2,0,0,2,1,0,1,1,0,0,3,0,0,1,0,0,0,1,1,0,3,1,1,1,2,0,0,0,0,0,2,0,0,1
2002-09-10,0,0,4,0,0,1,0,3,0,3,0,0,0,0,1,1,1,1,0,6,1,0,0,0,0,0,1,1,1,0,0,2,0,5,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0
2002-09-11,0,0,1,0,1,4,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,3,0,3,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,2
2002-09-12,0,0,0,0,0,3,0,0,0,0,3,0,0,0,2,1,1,0,0,1,0,0,0,1,1,1,0,3,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,2
2002-09-13,0,0,0,0,1,1,0,2,1,1,0,3,0,3,0,2,1,0,0,0,0,2,3,0,0,0,1,0,1,0,1,0,5,0,1,0,1,0,8,1,0,1,0,0,0,0,0,1,5,1
2002-09-14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-09-15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-09-16,2,0,0,0,0,3,3,2,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,3,0,3,1,0,1,1,6,0,0,0,0,1,2,0,0,0
2002-09-17,1,0,1,1,1,1,0,1,0,0,0,2,4,1,0,0,0,1,0,0,1,1,3,1,1,0,1,0,0,0,0,1,0,2,0,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0
2002-09-18,1,0,7,2,0,1,2,1,3,0,2,0,3,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,3,1,1,0,0,1,2,2,1,2,5,1,2,0,1,0,1,0,1,0,0,1
