ward,precip
1,0.166666666667
2,5.8
3,3.72413793103
4,3.14367816092
5,3.68452380952
6,1.91279069767
7,2.69791666667
8,3.91447368421
9,-1.46929824561
10,-2.4875
11,0.493243243243
12,2.69191919192
13,-1.07731958763
14,-4.06043956044
15,-0.261363636364
16,1.05
17,1.56435643564
18,4.22279792746
19,-1.75704225352
20,4.75789473684
21,0.344339622642
22,-1.76829268293
23,-1.94230769231
24,-1.51298701299
25,-0.825
26,-2.60416666667
27,0.621212121212
28,-0.078125
29,1.72222222222
30,-1.15789473684
31,-3.5
32,1.95454545455
33,1.16071428571
34,-0.32
35,3.08333333333
36,-1.83333333333
37,2.69117647059
38,-1.67272727273
39,0.690789473684
40,2.28787878788
41,-2.76271186441
42,6.76923076923
43,4.98888888889
44,-0.611111111111
45,-3.44444444444
46,3.25
47,1.65625
48,-3.66666666667
49,0.0
50,-1.3
