ward,precip
1,2.32
2,1.725
3,-0.877777777778
4,1.25
5,3.92567567568
6,-2.75
7,0.392857142857
8,-2.97916666667
9,-1.63008130081
10,-1.25917431193
11,0.0
12,-0.967741935484
13,-0.809523809524
14,0.935344827586
15,0.467741935484
16,3.01063829787
17,4.02604166667
18,0.444117647059
19,0.476525821596
20,2.92268041237
21,-1.94936708861
22,0.142857142857
23,-1.18620689655
24,2.07042253521
25,4.5
26,-3.27272727273
27,-0.106666666667
28,-1.0
29,-1.2875
30,-1.225
31,-0.617647058824
32,0.77027027027
33,-1.29166666667
34,-2.76363636364
35,-1.73076923077
36,-2.33333333333
37,0.161764705882
38,-3.63414634146
39,0.861842105263
40,0.4375
41,-2.11351351351
42,5.0
43,-0.395833333333
44,2.73684210526
45,-1.81395348837
46,1.55555555556
47,1.45
48,0.384615384615
49,-0.227272727273
50,-1.75
