ward,precip
1,7.21875
2,6.80434782609
3,5.77927927928
4,7.21028037383
5,5.39047619048
6,7.26209677419
7,6.08695652174
8,7.39556962025
9,6.86654135338
10,6.36553784861
11,5.4962406015
12,6.31779661017
13,7.7380952381
14,6.68633540373
15,6.91428571429
16,8.05
17,7.892
18,8.37837837838
19,8.3007518797
20,7.26717557252
21,7.64705882353
22,8.36842105263
23,8.20555555556
24,6.52777777778
25,6.24122807018
26,8.03125
27,7.17207792208
28,7.74444444444
29,8.24809160305
30,8.22463768116
31,9.0
32,8.28378378378
33,8.91379310345
34,8.65228426396
35,9.36538461538
36,7.57317073171
37,9.03157894737
38,7.63554216867
39,8.75
40,10.0
41,7.68362831858
42,11.1603773585
43,7.06603773585
44,7.12195121951
45,9.14545454545
46,6.98717948718
47,8.21232876712
48,8.71212121212
49,10.7432432432
50,8.4453125
