ward,precip
1,-0.486842105263
2,2.640625
3,2.43434343434
4,3.98780487805
5,3.43069306931
6,-0.238738738739
7,-0.794444444444
8,-1.075
9,0.193227091633
10,1.25320512821
11,-1.62222222222
12,-2.52040816327
13,-1.4132231405
14,-2.53846153846
15,-2.95192307692
16,0.89247311828
17,-0.366666666667
18,-1.88068181818
19,-1.22406639004
20,1.79130434783
21,0.804195804196
22,-5.08064516129
23,-3.51209677419
24,-2.84210526316
25,1.51149425287
26,-0.517857142857
27,1.26875
28,-0.86
29,-2.22916666667
30,-4.26666666667
31,-2.34375
32,1.56666666667
33,-0.4
34,-0.80376344086
35,-3.55882352941
36,-3.4696969697
37,-3.65306122449
38,-0.652173913043
39,-0.743902439024
40,-1.48571428571
41,-1.57142857143
42,16.0166666667
43,-0.0434782608696
44,0.576923076923
45,-2.38709677419
46,2.75806451613
47,-3.68181818182
48,-0.444444444444
49,-0.466666666667
50,-0.404761904762
