ward,precip
1,3.46666666667
2,4.21794871795
3,4.9537037037
4,7.38095238095
5,8.82211538462
6,3.41592920354
7,2.735
8,2.9197080292
9,2.06772908367
10,0.265133171913
11,2.5905511811
12,2.97807017544
13,0.251824817518
14,-1.35815602837
15,0.428571428571
16,2.27173913043
17,1.44782608696
18,5.37096774194
19,5.14694656489
20,5.40082644628
21,3.59722222222
22,0.880733944954
23,-2.0
24,2.10194174757
25,1.89903846154
26,4.12711864407
27,5.20072992701
28,3.3125
29,1.44247787611
30,1.11607142857
31,2.51818181818
32,2.2
33,1.55952380952
34,0.983050847458
35,4.29761904762
36,0.74358974359
37,0.701388888889
38,-0.978260869565
39,-0.504716981132
40,6.33333333333
41,-1.59833333333
42,11.0
43,3.94791666667
44,7.91025641026
45,-0.971428571429
46,4.86363636364
47,4.17307692308
48,6.0
49,6.4
50,1.51136363636
