ward,precip
1,1.74545454545
2,7.52325581395
3,5.91145833333
4,6.87019230769
5,6.6568627451
6,2.495
7,4.24528301887
8,2.06896551724
9,5.99809160305
10,2.58755274262
11,3.43421052632
12,1.41111111111
13,4.67605633803
14,-1.00961538462
15,4.88333333333
16,6.6
17,5.98760330579
18,6.94418604651
19,5.00806451613
20,4.10924369748
21,6.28387096774
22,1.3
23,2.446875
24,5.80476190476
25,5.61363636364
26,0.107843137255
27,4.20289855072
28,8.3768115942
29,8.62121212121
30,3.72580645161
31,5.3606557377
32,3.33333333333
33,4.32
34,3.72631578947
35,2.71875
36,5.10126582278
37,8.02247191011
38,2.25757575758
39,2.95982142857
40,7.1301369863
41,3.19951923077
42,12.3981481481
43,7.14423076923
44,1.92647058824
45,6.11386138614
46,7.3125
47,7.22142857143
48,5.375
49,-0.157894736842
50,3.38888888889
