ward,precip
1,1.05
2,2.01428571429
3,2.02803738318
4,7.5
5,9.31578947368
6,7.36554621849
7,3.65151515152
8,6.25816993464
9,3.55976095618
10,0.535897435897
11,1.66822429907
12,5.35909090909
13,2.8273381295
14,3.45973154362
15,2.34558823529
16,2.79807692308
17,9.72
18,9.79864253394
19,6.67181467181
20,7.28409090909
21,7.89144736842
22,2.09047619048
23,2.03592814371
24,3.63861386139
25,4.78021978022
26,-0.540540540541
27,2.29213483146
28,0.594059405941
29,2.32178217822
30,-0.487179487179
31,1.37234042553
32,-0.18085106383
33,-0.355263157895
34,3.29319371728
35,0.9
36,-1.3
37,1.64583333333
38,-2.70652173913
39,2.078125
40,0.153846153846
41,-0.973333333333
42,9.48148148148
43,4.69117647059
44,2.03703703704
45,-1.46212121212
46,7.90909090909
47,-0.81
48,3.4375
49,1.20454545455
50,3.0
