ward,precip
1,9.61111111111
2,10.55
3,12.5394736842
4,13.4772727273
5,16.0324074074
6,14.1774193548
7,15.0608695652
8,13.203125
9,12.4402985075
10,15.0888030888
11,10.1066176471
12,8.22844827586
13,5.19655172414
14,6.30573248408
15,9.28873239437
16,11.5135135135
17,12.640625
18,8.16666666667
19,7.46007604563
20,14.5681818182
21,14.3116883117
22,6.88793103448
23,4.12426035503
24,13.4814814815
25,11.3177966102
26,11.9603174603
27,10.6470588235
28,13.0488721805
29,8.6171875
30,7.58955223881
31,8.46031746032
32,7.16891891892
33,8.51694915254
34,9.52512562814
35,9.2641509434
36,5.71875
37,11.5947368421
38,2.78525641026
39,5.74652777778
40,7.94155844156
41,1.16987951807
42,14.6857142857
43,8.48039215686
44,8.28571428571
45,5.75688073394
46,10.4875
47,9.95205479452
48,7.73529411765
49,9.39189189189
50,8.0234375
