ward,precip
1,2.75925925926
2,4.24242424242
3,3.47549019608
4,5.59523809524
5,6.14953271028
6,4.78861788618
7,5.15486725664
8,5.11363636364
9,5.7566539924
10,7.8665377176
11,0.345833333333
12,-0.802197802198
13,-2.43693693694
14,-3.14835164835
15,-1.75438596491
16,1.34848484848
17,5.08536585366
18,-0.367346938776
19,2.02226720648
20,4.97307692308
21,3.80743243243
22,-2.23417721519
23,-3.44491525424
24,0.524390243902
25,3.29716981132
26,-0.23
27,2.48134328358
28,3.31512605042
29,-0.585227272727
30,-1.12121212121
31,-2.9375
32,-0.583333333333
33,-1.17567567568
34,2.94041450777
35,-0.416666666667
36,-1.39024390244
37,-1.26923076923
38,-1.25438596491
39,-0.141025641026
40,-0.646341463415
41,-2.27672955975
42,14.8333333333
43,1.25
44,1.125
45,-1.60416666667
46,1.63235294118
47,-0.583333333333
48,-0.5625
49,-1.55
50,-0.538461538462
