ward,precip
1,-0.588235294118
2,3.37096774194
3,0.883838383838
4,2.80198019802
5,-0.313131313131
6,-1.75454545455
7,0.722727272727
8,-0.637404580153
9,-0.666666666667
10,1.00102669405
11,-1.57407407407
12,-1.72916666667
13,-1.81560283688
14,-1.03846153846
15,-3.09375
16,-2.15591397849
17,-0.991379310345
18,-1.03140096618
19,-1.86270491803
20,-0.703389830508
21,-3.83448275862
22,-0.83152173913
23,-0.667664670659
24,-4.04605263158
25,-0.785714285714
26,-3.51470588235
27,-0.166666666667
28,-2.22596153846
29,-2.12871287129
30,-0.921568627451
31,-2.12765957447
32,1.58653846154
33,0.381578947368
34,-2.85054347826
35,-0.916666666667
36,-1.40517241379
37,-2.47402597403
38,-1.01418439716
39,1.33613445378
40,1.00757575758
41,1.43813131313
42,11.6206896552
43,1.14285714286
44,2.66176470588
45,-0.220588235294
46,1.55714285714
47,-0.40350877193
48,2.22727272727
49,3.55882352941
50,0.758928571429
