ward,precip
1,2.02678571429
2,3.65384615385
3,6.82894736842
4,7.46728971963
5,8.06944444444
6,6.91666666667
7,6.83185840708
8,6.58074534161
9,7.41760299625
10,8.95
11,2.88372093023
12,0.396739130435
13,-2.46728971963
14,-2.18125
15,1.68644067797
16,3.91904761905
17,4.51219512195
18,0.773170731707
19,3.35658914729
20,6.49242424242
21,6.39735099338
22,-0.753424657534
23,-2.16666666667
24,1.07647058824
25,5.12162162162
26,-0.0471698113208
27,4.85496183206
28,2.63008130081
29,0.865853658537
30,-1.09722222222
31,-0.918604651163
32,-1.0350877193
33,0.470588235294
34,4.9648241206
35,-0.7625
36,-3.42307692308
37,1.21428571429
38,-1.8046875
39,-1.29661016949
40,0.287234042553
41,-1.52877697842
42,13.5161290323
43,1.88095238095
44,1.14864864865
45,-0.477272727273
46,0.638888888889
47,-1.3137254902
48,2.90909090909
49,-0.131578947368
50,-1.25714285714
