ward,precip
1,1.46153846154
2,2.07692307692
3,-2.32926829268
4,-2.04705882353
5,-3.64179104478
6,-4.90983606557
7,-3.09677419355
8,-4.86607142857
9,-3.99659863946
10,-3.23272727273
11,-4.37704918033
12,-4.04838709677
13,-5.81092436975
14,-5.29545454545
15,-3.6914893617
16,-4.06024096386
17,-4.80612244898
18,-4.82320441989
19,-4.96875
20,-3.72784810127
21,-3.13829787234
22,-5.62686567164
23,-5.13028169014
24,-4.15306122449
25,-4.48
26,-2.45833333333
27,-1.57894736842
28,-2.625
29,-5.265625
30,-5.19047619048
31,-3.7
32,2.45
33,-2.60714285714
34,-4.90540540541
35,-2.95
36,-3.05
37,-4.0
38,-3.85714285714
39,-2.60714285714
40,-2.25
41,-3.49206349206
42,12.0263157895
43,-1.78947368421
44,-2.03571428571
45,-1.86764705882
46,-0.305555555556
47,-1.46153846154
48,-2.11111111111
49,-4.5
50,-3.16666666667
