ward,precip
1,-10.40625
2,-3.60869565217
3,-7.87606837607
4,-6.5504587156
5,-8.52777777778
6,-7.0
7,-10.2991071429
8,-8.88198757764
9,-7.05681818182
10,-7.365234375
11,-9.86090225564
12,-8.00420168067
13,-4.63868613139
14,-6.828125
15,-7.59420289855
16,-7.06880733945
17,-5.13306451613
18,-2.81506849315
19,-3.51145038168
20,-9.36842105263
21,-4.41610738255
22,-7.28318584071
23,-5.0
24,-5.81018518519
25,-9.37719298246
26,-6.7619047619
27,-7.63725490196
28,-7.99259259259
29,-4.02307692308
30,-1.55172413793
31,-1.71666666667
32,-4.33783783784
33,-3.41228070175
34,-7.20544554455
35,-3.91176470588
36,-2.7256097561
37,-4.19565217391
38,0.55
39,-1.35555555556
40,-3.17123287671
41,2.65162037037
42,11.5510204082
43,-9.59803921569
44,-8.86585365854
45,-2.11926605505
46,-3.78048780488
47,-6.52083333333
48,-5.27272727273
49,-3.35135135135
50,-1.40625
