ward,precip
1,3.89814814815
2,5.16666666667
3,5.26146788991
4,6.94949494949
5,9.35238095238
6,3.06818181818
7,4.63333333333
8,3.24642857143
9,3.99176954733
10,1.85747663551
11,1.85483870968
12,2.72018348624
13,3.59420289855
14,-2.58273381295
15,1.05384615385
16,2.42857142857
17,2.32142857143
18,4.76291079812
19,8.05294117647
20,5.85317460317
21,3.96478873239
22,3.16371681416
23,0.419254658385
24,1.425
25,3.07843137255
26,3.03389830508
27,3.38043478261
28,2.57142857143
29,2.44444444444
30,1.16666666667
31,1.56603773585
32,1.86440677966
33,1.8829787234
34,4.73947368421
35,1.28431372549
36,2.69014084507
37,2.9476744186
38,0.0346153846154
39,1.42342342342
40,8.19827586207
41,-1.14115646259
42,10.8365384615
43,5.1568627451
44,5.07894736842
45,-1.1095890411
46,5.6724137931
47,5.51639344262
48,10.3870967742
49,4.46153846154
50,6.08333333333
