ward,precip
1,2.19444444444
2,8.15384615385
3,4.47524752475
4,8.59047619048
5,5.23469387755
6,7.84033613445
7,4.98181818182
8,5.71103896104
9,4.65503875969
10,5.57684630739
11,4.1626984127
12,2.72897196262
13,3.14965986395
14,2.15862068966
15,2.45918367347
16,7.40865384615
17,5.512
18,3.99764150943
19,5.64341085271
20,5.07874015748
21,6.88079470199
22,3.71120689655
23,3.26488095238
24,7.08762886598
25,6.83783783784
26,3.36111111111
27,6.5071942446
28,5.99230769231
29,8.21484375
30,2.81147540984
31,4.9298245614
32,4.61194029851
33,6.15178571429
34,3.89175257732
35,3.94897959184
36,6.45625
37,6.9402173913
38,5.49025974026
39,4.70992366412
40,0.755555555556
41,4.22335025381
42,11.8541666667
43,5.61111111111
44,3.0875
45,5.34065934066
46,4.0
47,7.48305084746
48,2.77777777778
49,2.25
50,0.743243243243
