ward,precip
1,5.72950819672
2,9.05434782609
3,5.9652173913
4,7.90178571429
5,8.61682242991
6,6.95867768595
7,8.82300884956
8,8.27639751553
9,6.09541984733
10,7.43664717349
11,5.58076923077
12,7.62288135593
13,6.30281690141
14,6.65506329114
15,6.22463768116
16,5.91203703704
17,5.21900826446
18,6.10633484163
19,6.16153846154
20,6.92635658915
21,6.39735099338
22,5.97767857143
23,5.69662921348
24,5.94811320755
25,6.45175438596
26,6.86290322581
27,7.72516556291
28,4.89473684211
29,6.87307692308
30,6.64705882353
31,8.25
32,7.22297297297
33,7.94827586207
34,6.71173469388
35,9.27884615385
36,6.38414634146
37,6.16847826087
38,8.34545454545
39,9.54827586207
40,8.23376623377
41,7.30925507901
42,13.0853658537
43,8.0
44,9.29761904762
45,7.63513513514
46,8.55
47,8.33561643836
48,8.72727272727
49,9.45945945946
50,10.9296875
