ward,precip
1,3.77358490566
2,6.10416666667
3,5.215
4,7.42792792793
5,9.49082568807
6,8.17741935484
7,4.39285714286
8,5.37820512821
9,-0.0260869565217
10,-1.30243902439
11,0.902654867257
12,-0.514285714286
13,-2.60465116279
14,-3.55303030303
15,0.19298245614
16,2.50485436893
17,3.73931623932
18,-1.09024390244
19,0.666666666667
20,5.10887096774
21,3.49668874172
22,0.448598130841
23,-3.78616352201
24,0.61170212766
25,1.75263157895
26,2.62037037037
27,3.56060606061
28,3.19915254237
29,1.5
30,0.892156862745
31,0.254385964912
32,2.52419354839
33,7.07777777778
34,-1.55191256831
35,5.04347826087
36,-1.84166666667
37,0.116883116883
38,-2.84433962264
39,0.0753424657534
40,-0.0119047619048
41,-3.37916666667
42,9.6862745098
43,6.83962264151
44,3.76470588235
45,1.11643835616
46,3.25675675676
47,3.31451612903
48,1.58
49,-0.12962962963
50,-2.02127659574
