ward,precip
1,7.20161290323
2,10.4680851064
3,6.3963963964
4,8.46017699115
5,8.88888888889
6,8.01229508197
7,9.06637168142
8,8.91614906832
9,8.74053030303
10,8.61798839458
11,7.3984962406
12,7.10593220339
13,5.57876712329
14,6.77096774194
15,8.52173913043
16,7.61818181818
17,7.58064516129
18,7.92342342342
19,8.36501901141
20,7.28625954198
21,6.84967320261
22,7.1512605042
23,8.1312849162
24,7.7037037037
25,7.34322033898
26,7.65079365079
27,6.84967320261
28,7.07407407407
29,8.68846153846
30,7.76470588235
31,8.07936507937
32,7.29054054054
33,8.67543859649
34,8.11881188119
35,6.70909090909
36,6.8734939759
37,7.42021276596
38,8.85403726708
39,9.02068965517
40,9.46052631579
41,8.05777777778
42,14.7023809524
43,7.64150943396
44,9.23170731707
45,8.82882882883
46,7.525
47,7.80281690141
48,8.48529411765
49,10.9054054054
50,9.796875
