ward,precip
1,-1.95238095238
2,-1.71428571429
3,-1.75
4,0.256756756757
5,-2.96923076923
6,-3.7619047619
7,-2.73214285714
8,-2.36904761905
9,-2.94117647059
10,-2.79166666667
11,-3.48148148148
12,-4.48039215686
13,-5.65322580645
14,-4.57456140351
15,-4.01666666667
16,-4.23456790123
17,-4.96710526316
18,-4.88036809816
19,-5.61363636364
20,-3.34
21,-4.68548387097
22,-4.75531914894
23,-5.04166666667
24,-5.0
25,-2.32456140351
26,-5.54166666667
27,-3.68604651163
28,-4.56976744186
29,-4.58
30,-4.02380952381
31,-3.07142857143
32,0.0925925925926
33,-5.2
34,-4.55747126437
35,-2.16666666667
36,-3.85714285714
37,-1.3
38,-4.22
39,-2.175
40,-0.214285714286
41,-3.08139534884
42,9.58333333333
43,0.190476190476
44,0.404761904762
45,-1.3
46,-2.85
47,-2.825
48,0.666666666667
49,-0.222222222222
50,-2.0
