ward,precip
1,2.85833333333
2,3.85
3,4.14141414141
4,4.9702970297
5,7.24747474747
6,6.05
7,4.26960784314
8,6.1514084507
9,5.18181818182
10,2.07986870897
11,0.884615384615
12,1.01612903226
13,3.16423357664
14,-0.144628099174
15,-0.0603448275862
16,2.965
17,6.35772357724
18,7.39732142857
19,4.50393700787
20,3.25
21,6.36912751678
22,-0.429347826087
23,3.93125
24,4.32178217822
25,5.5099009901
26,9.11016949153
27,6.85034013605
28,5.89312977099
29,6.35887096774
30,5.06896551724
31,5.26666666667
32,2.52985074627
33,2.9375
34,4.79608938547
35,2.39772727273
36,5.65432098765
37,7.75
38,2.13768115942
39,4.03365384615
40,6.08064516129
41,2.1968503937
42,8.79166666667
43,4.52222222222
44,3.41428571429
45,2.31720430108
46,3.23611111111
47,3.41538461538
48,4.47916666667
49,6.97619047619
50,2.62121212121
