ward,precip
1,-0.212121212121
2,3.44117647059
3,1.12745098039
4,2.44705882353
5,1.5824742268
6,1.08189655172
7,0.395238095238
8,0.56993006993
9,0.45041322314
10,2.52366255144
11,-1.67582417582
12,0.401785714286
13,-3.31308411215
14,-3.33838383838
15,-2.45652173913
16,-0.871951219512
17,-1.22368421053
18,-2.35674157303
19,-0.814814814815
20,1.27559055118
21,0.0576923076923
22,-0.46835443038
23,-3.368
24,-0.114754098361
25,0.266666666667
26,0.232142857143
27,1.23113207547
28,-0.55
29,-3.79166666667
30,-1.04651162791
31,1.21428571429
32,0.263157894737
33,-0.857142857143
34,-0.528571428571
35,-3.5
36,-3.95588235294
37,-1.69230769231
38,-2.52941176471
39,-0.0857142857143
40,-1.61904761905
41,-2.02272727273
42,15.803030303
43,2.525
44,-0.047619047619
45,-1.44117647059
46,-1.59375
47,-1.53846153846
48,1.5
49,-0.571428571429
50,-1.88888888889
