ward,precip
1,4.09836065574
2,7.48863636364
3,5.88392857143
4,9.41743119266
5,8.01904761905
6,6.94871794872
7,9.97368421053
8,7.78846153846
9,7.69662921348
10,7.00988142292
11,2.36111111111
12,4.25
13,-1.16544117647
14,1.80379746835
15,8.65217391304
16,9.18636363636
17,7.536
18,5.19675925926
19,10.8869731801
20,9.18939393939
21,7.35620915033
22,2.71495327103
23,-0.747058823529
24,4.08018867925
25,5.00892857143
26,4.21186440678
27,5.8355704698
28,4.76171875
29,1.04807692308
30,2.50819672131
31,3.22580645161
32,2.90845070423
33,2.66
34,8.43467336683
35,5.29166666667
36,0.0633802816901
37,-0.394117647059
38,-0.758474576271
39,1.24561403509
40,3.50684931507
41,-2.23205741627
42,11.25
43,8.25531914894
44,5.19736842105
45,-1.45333333333
46,7.3375
47,4.90972222222
48,1.3275862069
49,3.77272727273
50,3.11818181818
