ward,precip
1,-2.24137931034
2,3.30555555556
3,4.1484375
4,4.99264705882
5,4.05434782609
6,6.5
7,-0.156862745098
8,4.09090909091
9,-0.377358490566
10,-1.91569767442
11,-2.07547169811
12,-0.00943396226415
13,-0.420454545455
14,0.794573643411
15,3.74576271186
16,3.625
17,1.41666666667
18,-2.71038251366
19,-0.887096774194
20,0.188888888889
21,-0.888888888889
22,0.17816091954
23,1.3935483871
24,-0.322222222222
25,0.68253968254
26,-4.09375
27,1.23684210526
28,-0.403846153846
29,-1.31060606061
30,-2.21153846154
31,-0.15625
32,-2.65625
33,1.66666666667
34,1.82258064516
35,0.911764705882
36,-3.48076923077
37,-3.1
38,-1.62962962963
39,0.170731707317
40,0.0128205128205
41,-2.57692307692
42,10.2340425532
43,3.19444444444
44,7.47826086957
45,0.310606060606
46,4.65909090909
47,0.5
48,5.88235294118
49,5.85
50,5.81481481481
