ward,precip
1,4.06060606061
2,3.03225806452
3,4.15540540541
4,5.66981132075
5,4.77777777778
6,1.53333333333
7,-0.261904761905
8,0.371212121212
9,-1.97448979592
10,-1.77840909091
11,-1.08928571429
12,-2.84042553191
13,-3.72941176471
14,-3.4375
15,2.35416666667
16,2.83908045977
17,1.21022727273
18,-0.875886524823
19,-0.492
20,4.89010989011
21,2.19387755102
22,0.62987012987
23,-4.02586206897
24,-4.0
25,-0.840425531915
26,-1.59090909091
27,4.75925925926
28,0.929411764706
29,0.3875
30,0.175
31,0.159090909091
32,0.54347826087
33,3.02083333333
34,-4.77205882353
35,2.27272727273
36,-4.43333333333
37,3.92156862745
38,-2.86206896552
39,4.72580645161
40,3.64285714286
41,-3.0275862069
42,11.7352941176
43,1.05555555556
44,-2.9
45,2.24166666667
46,-1.66666666667
47,-2.94736842105
48,1.22727272727
49,-1.625
50,4.04347826087
