ward,precip
1,0.673076923077
2,7.37878787879
3,2.96153846154
4,5.38775510204
5,5.03378378378
6,2.48795180723
7,-1.77272727273
8,-0.372340425532
9,-0.394736842105
10,-0.692660550459
11,-2.45192307692
12,-0.35593220339
13,-4.54069767442
14,-3.26363636364
15,2.39473684211
16,4.79347826087
17,0.3
18,-0.306338028169
19,-1.60256410256
20,7.37168141593
21,2.078125
22,-2.01973684211
23,-3.93137254902
24,1.24615384615
25,1.60344827586
26,-1.41891891892
27,1.59701492537
28,-0.816176470588
29,0.903225806452
30,-0.461538461538
31,0.166666666667
32,-6.1875
33,-2.0
34,-0.484375
35,-2.14285714286
36,1.04
37,-1.45454545455
38,-3.78125
39,3.84895833333
40,0.393939393939
41,-2.51324503311
42,10.537037037
43,4.14285714286
44,-1.0
45,-0.801886792453
46,2.225
47,-3.86842105263
48,1.19230769231
49,-5.0
50,-0.0909090909091
