ward,precip
1,-2.72
2,-1.88888888889
3,-1.3956043956
4,0.407407407407
5,-0.724137931034
6,-3.83076923077
7,-3.59756097561
8,-3.84821428571
9,-4.07720588235
10,-3.28113207547
11,-3.36363636364
12,-4.10810810811
13,-5.2025862069
14,-5.22058823529
15,-5.36666666667
16,-4.50609756098
17,-4.945
18,-4.84210526316
19,-5.05900621118
20,-4.77464788732
21,-4.42777777778
22,-5.49056603774
23,-5.8359375
24,-3.7027027027
25,-1.90517241379
26,-3.16666666667
27,-2.66666666667
28,-1.31428571429
29,-5.66666666667
30,-2.6
31,-2.72222222222
32,-1.5
33,-3.02380952381
34,-5.14150943396
35,-1.59090909091
36,-5.02380952381
37,-3.6
38,-3.25
39,-3.91176470588
40,3.5
41,-2.88421052632
42,10.7619047619
43,-1.85294117647
44,-2.34615384615
45,-2.56666666667
46,1.97058823529
47,-2.02083333333
48,-1.83333333333
49,-3.75
50,0.0
